# Port:              P003
# Site:              Hinkley Point
# Latitude:          51.21525
# Longitude:         -3.13433
# Start Date:        01JAN2019-00.00.00
# End Date:          31DEC2019-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVTD01 = Surface elevation (unspecified datum) of the water body by fixed in-situ pressure sensor
# Cycle    Date      Time    ASLVBG02   Residual   


Number  yyyy mm dd hh mi ssf        f          f
  1093  2020/03/12 09:00:00    13.084      0.366  
  1094  2020/03/12 09:15:00    12.774      0.305  
  1095  2020/03/12 09:30:00    12.344      0.241  
  1096  2020/03/12 09:45:00    11.843      0.207  
  1097  2020/03/12 10:00:00    11.260      0.176  
  1098  2020/03/12 10:15:00    10.608      0.140  
  1099  2020/03/12 10:30:00     9.942      0.137  
  1100  2020/03/12 10:45:00     9.270      0.159  
  1101  2020/03/12 11:00:00     8.607      0.206  
  1102  2020/03/12 11:15:00     7.913      0.228  
  1103  2020/03/12 11:30:00     7.200      0.228  
  1104  2020/03/12 11:45:00     6.483      0.213  
  1105  2020/03/12 12:00:00     5.792      0.207  
  1106  2020/03/12 12:15:00     5.174      0.255  
  1107  2020/03/12 12:30:00     4.529      0.255  
  1108  2020/03/12 12:45:00     3.900      0.252  
  1109  2020/03/12 13:00:00     3.338      0.296  
  1110  2020/03/12 13:15:00     2.779      0.323  
  1111  2020/03/12 13:30:00     2.284      0.388  
  1112  2020/03/12 13:45:00     1.882      0.507  
  1113  2020/03/12 14:00:00     1.461      0.551  
  1114  2020/03/12 14:15:00     1.074      0.550  
  1115  2020/03/12 14:30:00     0.827      0.590  
  1116  2020/03/12 14:45:00     0.684      0.617  
  1117  2020/03/12 15:00:00     0.565      0.543  
  1118  2020/03/12 15:15:00     0.594      0.493  
  1119  2020/03/12 15:30:00     0.753      0.460  
  1120  2020/03/12 15:45:00     1.056      0.473  
  1121  2020/03/12 16:00:00     1.425      0.469  
  1122  2020/03/12 16:15:00     1.889      0.490  
  1123  2020/03/12 16:30:00     2.388      0.485  
  1124  2020/03/12 16:45:00     2.952      0.488  
  1125  2020/03/12 17:00:00     3.534      0.457  
  1126  2020/03/12 17:15:00     4.117      0.376  
  1127  2020/03/12 17:30:00     4.767      0.318  
  1128  2020/03/12 17:45:00     5.500      0.309  
  1129  2020/03/12 18:00:00     6.239      0.284  
  1130  2020/03/12 18:15:00     7.011      0.282  
  1131  2020/03/12 18:30:00     7.767      0.266  
  1132  2020/03/12 18:45:00     8.514      0.253  
  1133  2020/03/12 19:00:00     9.233      0.235  
  1134  2020/03/12 19:15:00     9.921      0.218  
  1135  2020/03/12 19:30:00    10.587      0.224  
  1136  2020/03/12 19:45:00    11.187      0.222  
  1137  2020/03/12 20:00:00    11.731      0.238  
  1138  2020/03/12 20:15:00    12.176      0.246  
  1139  2020/03/12 20:30:00    12.497      0.237  
  1140  2020/03/12 20:45:00    12.730      0.261  
  1141  2020/03/12 21:00:00    12.876      0.326  
  1142  2020/03/12 21:15:00    12.896      0.397  
  1143  2020/03/12 21:30:00    12.723      0.404  
  1144  2020/03/12 21:45:00    12.388      0.369  
  1145  2020/03/12 22:00:00    11.937      0.326  
  1146  2020/03/12 22:15:00    11.398      0.287  
  1147  2020/03/12 22:30:00    10.827      0.290  
  1148  2020/03/12 22:45:00    10.236      0.330  
  1149  2020/03/12 23:00:00     9.583      0.349  
  1150  2020/03/12 23:15:00     8.882      0.347  
  1151  2020/03/12 23:30:00     8.201      0.379  
  1152  2020/03/12 23:45:00     7.499      0.393  
  1153  2020/03/13 00:00:00     6.796      0.400  
  1154  2020/03/13 00:15:00     6.098      0.400  
  1155  2020/03/13 00:30:00     5.399      0.380  
  1156  2020/03/13 00:45:00     4.734      0.373  
  1157  2020/03/13 01:00:00     4.091      0.366  
  1158  2020/03/13 01:15:00     3.493      0.380  
  1159  2020/03/13 01:30:00     2.926      0.402  
  1160  2020/03/13 01:45:00     2.400      0.434  
  1161  2020/03/13 02:00:00     1.913      0.465  
  1162  2020/03/13 02:15:00     1.469      0.481  
  1163  2020/03/13 02:30:00     1.097      0.491  
  1164  2020/03/13 02:45:00     0.786      0.464  
  1165  2020/03/13 03:00:00     0.533      0.381  
  1166  2020/03/13 03:15:00     0.378      0.272  
  1167  2020/03/13 03:30:00     0.352      0.168  
  1168  2020/03/13 03:45:00     0.468      0.092  
  1169  2020/03/13 04:00:00     0.733      0.064  
  1170  2020/03/13 04:15:00     1.167      0.122  
  1171  2020/03/13 04:30:00     1.645      0.153  
  1172  2020/03/13 04:45:00     2.125      0.125  
  1173  2020/03/13 05:00:00     2.644      0.082  
  1174  2020/03/13 05:15:00     3.245      0.070  
  1175  2020/03/13 05:30:00     3.874      0.039  
  1176  2020/03/13 05:45:00     4.505     -0.032  
  1177  2020/03/13 06:00:00     5.210     -0.061  
  1178  2020/03/13 06:15:00     5.962     -0.063  
  1179  2020/03/13 06:30:00     6.730     -0.057  
  1180  2020/03/13 06:45:00     7.523     -0.021  
  1181  2020/03/13 07:00:00     8.305      0.019  
  1182  2020/03/13 07:15:00     9.047      0.043  
  1183  2020/03/13 07:30:00     9.758      0.070  
  1184  2020/03/13 07:45:00    10.420      0.092  
  1185  2020/03/13 08:00:00    11.016      0.103  
  1186  2020/03/13 08:15:00    11.523      0.094  
  1187  2020/03/13 08:30:00    11.969      0.110  
  1188  2020/03/13 08:45:00    12.310      0.121  
  1189  2020/03/13 09:00:00    12.547      0.141  
  1190  2020/03/13 09:15:00    12.658      0.156  
  1191  2020/03/13 09:30:00    12.651      0.178  
  1192  2020/03/13 09:45:00    12.504      0.184  
  1193  2020/03/13 10:00:00    12.195      0.144  
  1194  2020/03/13 10:15:00    11.740      0.062  
  1195  2020/03/13 10:30:00    11.255      0.042  
  1196  2020/03/13 10:45:00    10.685      0.012  
  1197  2020/03/13 11:00:00    10.079      0.005  
  1198  2020/03/13 11:15:00     9.409     -0.022  
  1199  2020/03/13 11:30:00     8.719     -0.039  
  1200  2020/03/13 11:45:00     8.045     -0.023  
  1201  2020/03/13 12:00:00     7.379      0.008  
  1202  2020/03/13 12:15:00     6.692      0.014  
  1203  2020/03/13 12:30:00     6.000      0.004  
  1204  2020/03/13 12:45:00     5.338      0.007  
  1205  2020/03/13 13:00:00     4.696      0.008  
  1206  2020/03/13 13:15:00     4.085      0.017  
  1207  2020/03/13 13:30:00     3.501      0.030  
  1208  2020/03/13 13:45:00     2.950      0.050  
  1209  2020/03/13 14:00:00     2.439      0.081  
  1210  2020/03/13 14:15:00     1.976      0.123  
  1211  2020/03/13 14:30:00     1.566      0.165  
  1212  2020/03/13 14:45:00     1.198      0.180  
  1213  2020/03/13 15:00:00     0.900      0.177  
  1214  2020/03/13 15:15:00     0.679      0.146  
  1215  2020/03/13 15:30:00     0.539      0.084  
  1216  2020/03/13 15:45:00     0.499      0.008  
  1217  2020/03/13 16:00:00     0.636      0.001  
  1218  2020/03/13 16:15:00     0.915      0.043  
  1219  2020/03/13 16:30:00     1.299      0.109  
  1220  2020/03/13 16:45:00     1.704      0.131  
  1221  2020/03/13 17:00:00     2.123      0.108  
  1222  2020/03/13 17:15:00     2.599      0.090  
  1223  2020/03/13 17:30:00     3.154      0.102  
  1224  2020/03/13 17:45:00     3.756      0.113  
  1225  2020/03/13 18:00:00     4.374      0.098  
  1226  2020/03/13 18:15:00     5.025      0.079  
  1227  2020/03/13 18:30:00     5.701      0.061  
  1228  2020/03/13 18:45:00     6.406      0.058  
  1229  2020/03/13 19:00:00     7.133      0.075  
  1230  2020/03/13 19:15:00     7.869      0.109  
  1231  2020/03/13 19:30:00     8.567      0.123  
  1232  2020/03/13 19:45:00     9.234      0.132  
  1233  2020/03/13 20:00:00     9.875      0.151  
  1234  2020/03/13 20:15:00    10.466      0.165  
  1235  2020/03/13 20:30:00    10.985      0.168  
  1236  2020/03/13 20:45:00    11.431      0.171  
  1237  2020/03/13 21:00:00    11.799      0.186  
  1238  2020/03/13 21:15:00    12.075      0.211  
  1239  2020/03/13 21:30:00    12.243      0.241  
  1240  2020/03/13 21:45:00    12.292      0.270  
  1241  2020/03/13 22:00:00    12.212      0.288  
  1242  2020/03/13 22:15:00    11.994      0.281  
  1243  2020/03/13 22:30:00    11.638      0.240  
  1244  2020/03/13 22:45:00    11.174      0.184  
  1245  2020/03/13 23:00:00    10.658      0.155  
  1246  2020/03/13 23:15:00    10.117      0.166  
  1247  2020/03/13 23:30:00     9.525      0.176  
  1248  2020/03/13 23:45:00     8.875      0.165  
  1249  2020/03/14 00:00:00     8.187      0.141  
  1250  2020/03/14 00:15:00     7.525      0.156  
  1251  2020/03/14 00:30:00     6.875      0.185  
  1252  2020/03/14 00:45:00     6.210      0.192  
  1253  2020/03/14 01:00:00     5.557      0.197  
  1254  2020/03/14 01:15:00     4.927      0.204  
  1255  2020/03/14 01:30:00     4.316      0.205  
  1256  2020/03/14 01:45:00     3.745      0.220  
  1257  2020/03/14 02:00:00     3.198      0.230  
  1258  2020/03/14 02:15:00     2.690      0.246  
  1259  2020/03/14 02:30:00     2.222      0.262  
  1260  2020/03/14 02:45:00     1.803      0.273  
  1261  2020/03/14 03:00:00     1.441      0.273  
  1262  2020/03/14 03:15:00     1.143      0.252  
  1263  2020/03/14 03:30:00     0.913      0.199  
  1264  2020/03/14 03:45:00     0.775      0.130  
  1265  2020/03/14 04:00:00     0.756      0.069  
  1266  2020/03/14 04:15:00     0.891      0.058  
  1267  2020/03/14 04:30:00     1.176      0.106  
  1268  2020/03/14 04:45:00     1.550      0.164  
  1269  2020/03/14 05:00:00     1.952      0.186  
  1270  2020/03/14 05:15:00     2.358      0.157  
  1271  2020/03/14 05:30:00     2.809      0.124  
  1272  2020/03/14 05:45:00     3.336      0.122  
  1273  2020/03/14 06:00:00     3.904      0.117  
  1274  2020/03/14 06:15:00     4.495      0.097  
  1275  2020/03/14 06:30:00     5.127      0.085  
  1276  2020/03/14 06:45:00     5.775      0.067  
  1277  2020/03/14 07:00:00     6.450      0.065  
  1278  2020/03/14 07:15:00     7.146      0.084  
  1279  2020/03/14 07:30:00     7.844      0.115  
  1280  2020/03/14 07:45:00     8.510      0.133  
  1281  2020/03/14 08:00:00     9.152      0.153  
  1282  2020/03/14 08:15:00     9.765      0.179  
  1283  2020/03/14 08:30:00    10.329      0.198  
  1284  2020/03/14 08:45:00    10.815      0.195  
  1285  2020/03/14 09:00:00    11.253      0.210  
  1286  2020/03/14 09:15:00    11.608      0.224  
  1287  2020/03/14 09:30:00    11.862      0.229  
  1288  2020/03/14 09:45:00    12.018      0.239  
  1289  2020/03/14 10:00:00    12.083      0.267  
  1290  2020/03/14 10:15:00    12.000      0.256  
  1291  2020/03/14 10:30:00    11.811      0.246  
  1292  2020/03/14 10:45:00    11.467      0.179  
  1293  2020/03/14 11:00:00    11.057      0.134  
  1294  2020/03/14 11:15:00    10.588      0.108  
  1295  2020/03/14 11:30:00    10.090      0.117  
  1296  2020/03/14 11:45:00     9.546      0.131  
  1297  2020/03/14 12:00:00     8.947      0.130  
  1298  2020/03/14 12:15:00     8.321      0.130  
  1299  2020/03/14 12:30:00     7.686      0.137  
  1300  2020/03/14 12:45:00     7.045      0.143  
  1301  2020/03/14 13:00:00     6.398      0.140  
  1302  2020/03/14 13:15:00     5.766      0.138  
  1303  2020/03/14 13:30:00     5.154      0.136  
  1304  2020/03/14 13:45:00     4.565      0.133  
  1305  2020/03/14 14:00:00     4.009      0.135  
  1306  2020/03/14 14:15:00     3.492      0.146  
  1307  2020/03/14 14:30:00     3.010      0.159  
  1308  2020/03/14 14:45:00     2.567      0.170  
  1309  2020/03/14 15:00:00     2.165      0.172  
  1310  2020/03/14 15:15:00     1.820      0.168  
  1311  2020/03/14 15:30:00     1.546      0.157  
  1312  2020/03/14 15:45:00     1.365      0.150  
  1313  2020/03/14 16:00:00     1.254      0.114  
  1314  2020/03/14 16:15:00     1.262      0.098  
  1315  2020/03/14 16:30:00     1.400      0.118  
  1316  2020/03/14 16:45:00     1.659      0.175  
  1317  2020/03/14 17:00:00     1.979      0.223  
  1318  2020/03/14 17:15:00     2.316      0.229  
  1319  2020/03/14 17:30:00     2.664      0.197  
  1320  2020/03/14 17:45:00     3.074      0.184  
  1321  2020/03/14 18:00:00     3.536      0.182  
  1322  2020/03/14 18:15:00     4.039      0.183  
  1323  2020/03/14 18:30:00     4.581      0.187  
  1324  2020/03/14 18:45:00     5.131      0.168  
  1325  2020/03/14 19:00:00     5.711      0.157  
  1326  2020/03/14 19:15:00     6.302      0.144  
  1327  2020/03/14 19:30:00     6.907      0.142  
  1328  2020/03/14 19:45:00     7.519      0.153  
  1329  2020/03/14 20:00:00     8.116      0.164  
  1330  2020/03/14 20:15:00     8.708      0.190  
  1331  2020/03/14 20:30:00     9.265      0.209  
  1332  2020/03/14 20:45:00     9.784      0.226  
  1333  2020/03/14 21:00:00    10.247      0.231  
  1334  2020/03/14 21:15:00    10.656      0.238  
  1335  2020/03/14 21:30:00    11.004      0.252  
  1336  2020/03/14 21:45:00    11.267      0.262  
  1337  2020/03/14 22:00:00    11.446      0.278  
  1338  2020/03/14 22:15:00    11.536      0.302  
  1339  2020/03/14 22:30:00    11.520      0.320  
  1340  2020/03/14 22:45:00    11.397      0.329  
  1341  2020/03/14 23:00:00    11.165      0.322  
  1342  2020/03/14 23:15:00    10.818      0.284  
  1343  2020/03/14 23:30:00    10.405      0.256  
  1344  2020/03/14 23:45:00     9.957      0.258  
  1345  2020/03/15 00:00:00     9.478      0.282  
  1346  2020/03/15 00:15:00     8.934      0.285  
  1347  2020/03/15 00:30:00     8.344      0.274  
  1348  2020/03/15 00:45:00     7.740      0.271  
  1349  2020/03/15 01:00:00     7.147      0.290  
  1350  2020/03/15 01:15:00     6.558      0.313  
  1351  2020/03/15 01:30:00     5.953      0.312  
  1352  2020/03/15 01:45:00     5.355      0.300  
  1353  2020/03/15 02:00:00     4.793      0.301  
  1354  2020/03/15 02:15:00     4.262      0.305  
  1355  2020/03/15 02:30:00     3.760      0.307  
  1356  2020/03/15 02:45:00     3.287      0.303  
  1357  2020/03/15 03:00:00     2.872      0.316  
  1358  2020/03/15 03:15:00     2.508      0.330  
  1359  2020/03/15 03:30:00     2.192      0.331  
  1360  2020/03/15 03:45:00     1.948      0.331  
  1361  2020/03/15 04:00:00     1.754      0.296  
  1362  2020/03/15 04:15:00     1.665      0.276  
  1363  2020/03/15 04:30:00     1.645      0.231  
  1364  2020/03/15 04:45:00     1.744      0.216  
  1365  2020/03/15 05:00:00     1.950      0.230  
  1366  2020/03/15 05:15:00     2.198      0.218  
  1367  2020/03/15 05:30:00     2.456      0.160  
  1368  2020/03/15 05:45:00     2.787      0.129  
  1369  2020/03/15 06:00:00     3.143      0.083  
  1370  2020/03/15 06:15:00     3.577      0.079  
  1371  2020/03/15 06:30:00     4.044      0.072  
  1372  2020/03/15 06:45:00     4.540      0.063  
  1373  2020/03/15 07:00:00     5.041      0.032  
  1374  2020/03/15 07:15:00     5.582      0.020  
  1375  2020/03/15 07:30:00     6.122     -0.003  
  1376  2020/03/15 07:45:00     6.700      0.009  
  1377  2020/03/15 08:00:00     7.282      0.033  
  1378  2020/03/15 08:15:00     7.841      0.049  
  1379  2020/03/15 08:30:00     8.400      0.085  
  1380  2020/03/15 08:45:00     8.917      0.105  
  1381  2020/03/15 09:00:00     9.422      0.145  
  1382  2020/03/15 09:15:00     9.866      0.164  
  1383  2020/03/15 09:30:00    10.282      0.204  
  1384  2020/03/15 09:45:00    10.611      0.217  
  1385  2020/03/15 10:00:00    10.866      0.225  
  1386  2020/03/15 10:15:00    11.027      0.219  
  1387  2020/03/15 10:30:00    11.146      0.256  
  1388  2020/03/15 10:45:00    11.149      0.268  
  1389  2020/03/15 11:00:00    11.067      0.283  
  1390  2020/03/15 11:15:00    10.880      0.279  
  1391  2020/03/15 11:30:00    10.586      0.246  
  1392  2020/03/15 11:45:00    10.222      0.215  
  1393  2020/03/15 12:00:00     9.835      0.223  
  1394  2020/03/15 12:15:00     9.398      0.234  
  1395  2020/03/15 12:30:00     8.919      0.247  
  1396  2020/03/15 12:45:00     8.369      0.223  
  1397  2020/03/15 13:00:00     7.786      0.192  
  1398  2020/03/15 13:15:00     7.235      0.207  
  1399  2020/03/15 13:30:00     6.658      0.201  
  1400  2020/03/15 13:45:00     6.092      0.200  
  1401  2020/03/15 14:00:00     5.527      0.186  
  1402  2020/03/15 14:15:00     4.990      0.178  
  1403  2020/03/15 14:30:00     4.464      0.153  
  1404  2020/03/15 14:45:00     3.986      0.146  
  1405  2020/03/15 15:00:00     3.546      0.141  
  1406  2020/03/15 15:15:00     3.150      0.139  
  1407  2020/03/15 15:30:00     2.783      0.119  
  1408  2020/03/15 15:45:00     2.486      0.112  
  1409  2020/03/15 16:00:00     2.233      0.083  
  1410  2020/03/15 16:15:00     2.061      0.058  
  1411  2020/03/15 16:30:00     1.954      0.017  
  1412  2020/03/15 16:45:00     1.929     -0.026  
  1413  2020/03/15 17:00:00     2.022     -0.029  
  1414  2020/03/15 17:15:00     2.218     -0.000  
  1415  2020/03/15 17:30:00     2.473      0.028  
  1416  2020/03/15 17:45:00     2.763      0.042  
  1417  2020/03/15 18:00:00     3.063      0.026  
  1418  2020/03/15 18:15:00     3.385     -0.003  
  1419  2020/03/15 18:30:00     3.748     -0.021  
  1420  2020/03/15 18:45:00     4.160     -0.019  
  1421  2020/03/15 19:00:00     4.578     -0.038  
  1422  2020/03/15 19:15:00     5.032     -0.043  
  1423  2020/03/15 19:30:00     5.488     -0.064  
  1424  2020/03/15 19:45:00     5.957     -0.081  
  1425  2020/03/15 20:00:00     6.433     -0.094  
  1426  2020/03/15 20:15:00     6.923     -0.087  
  1427  2020/03/15 20:30:00     7.422     -0.060  
  1428  2020/03/15 20:45:00     7.908     -0.028  
  1429  2020/03/15 21:00:00     8.382      0.012  
  1430  2020/03/15 21:15:00     8.805      0.027  
  1431  2020/03/15 21:30:00     9.194      0.039  
  1432  2020/03/15 21:45:00     9.556      0.062  
  1433  2020/03/15 22:00:00     9.861      0.075  
  1434  2020/03/15 22:15:00    10.118      0.096  
  1435  2020/03/15 22:30:00    10.309      0.117  
  1436  2020/03/15 22:45:00    10.429      0.139  
  1437  2020/03/15 23:00:00    10.482      0.170  
  1438  2020/03/15 23:15:00    10.452      0.197  
  1439  2020/03/15 23:30:00    10.349      0.227  
  1440  2020/03/15 23:45:00    10.141      0.223  
  1441  2020/03/16 00:00:00     9.845      0.198  
  1442  2020/03/16 00:15:00     9.497      0.179  
  1443  2020/03/16 00:30:00     9.125      0.189  
  1444  2020/03/16 00:45:00     8.705      0.196  
  1445  2020/03/16 01:00:00     8.233      0.188  
  1446  2020/03/16 01:15:00     7.716      0.164  
  1447  2020/03/16 01:30:00     7.180      0.141  
  1448  2020/03/16 01:45:00     6.638      0.121  
  1449  2020/03/16 02:00:00     6.097      0.103  
  1450  2020/03/16 02:15:00     5.562      0.082  
  1451  2020/03/16 02:30:00     5.043      0.060  
  1452  2020/03/16 02:45:00     4.546      0.037  
  1453  2020/03/16 03:00:00     4.076      0.012  
  1454  2020/03/16 03:15:00     3.643     -0.008  
  1455  2020/03/16 03:30:00     3.246     -0.030  
  1456  2020/03/16 03:45:00     2.897     -0.048  
  1457  2020/03/16 04:00:00     2.600     -0.066  
  1458  2020/03/16 04:15:00     2.365     -0.083  
  1459  2020/03/16 04:30:00     2.202     -0.096  
  1460  2020/03/16 04:45:00     2.112     -0.109  
  1461  2020/03/16 05:00:00     2.105     -0.114  
  1462  2020/03/16 05:15:00     2.191     -0.098  
  1463  2020/03/16 05:30:00     2.349     -0.076  
  1464  2020/03/16 05:45:00     2.567     -0.050  
  1465  2020/03/16 06:00:00     2.806     -0.050  
  1466  2020/03/16 06:15:00     3.062     -0.072  
  1467  2020/03/16 06:30:00     3.349     -0.097  
  1468  2020/03/16 06:45:00     3.683     -0.104  
  1469  2020/03/16 07:00:00     4.056     -0.101  
  1470  2020/03/16 07:15:00     4.444     -0.108  
  1471  2020/03/16 07:30:00     4.871     -0.098  
  1472  2020/03/16 07:45:00     5.312     -0.091  
  1473  2020/03/16 08:00:00     5.754     -0.093  
  1474  2020/03/16 08:15:00     6.214     -0.080  
  1475  2020/03/16 08:30:00     6.681     -0.056  
  1476  2020/03/16 08:45:00     7.148     -0.022  
  1477  2020/03/16 09:00:00     7.611      0.022  
  1478  2020/03/16 09:15:00     8.051      0.062  
  1479  2020/03/16 09:30:00     8.456      0.089  
  1480  2020/03/16 09:45:00     8.835      0.117  
  1481  2020/03/16 10:00:00     9.183      0.146  
  1482  2020/03/16 10:15:00     9.476      0.158  
  1483  2020/03/16 10:30:00     9.764      0.212  
  1484  2020/03/16 10:45:00     9.961      0.229  
  1485  2020/03/16 11:00:00    10.094      0.243  
  1486  2020/03/16 11:15:00    10.166      0.263  
  1487  2020/03/16 11:30:00    10.171      0.283  
  1488  2020/03/16 11:45:00    10.100      0.296  
  1489  2020/03/16 12:00:00     9.939      0.283  
  1490  2020/03/16 12:15:00     9.687      0.240  
  1491  2020/03/16 12:30:00     9.395      0.213  
  1492  2020/03/16 12:45:00     9.064      0.197  
  1493  2020/03/16 13:00:00     8.696      0.188  
  1494  2020/03/16 13:15:00     8.282      0.172  
  1495  2020/03/16 13:30:00     7.831      0.150  
  1496  2020/03/16 13:45:00     7.353      0.126  
  1497  2020/03/16 14:00:00     6.867      0.108  
  1498  2020/03/16 14:15:00     6.377      0.092  
  1499  2020/03/16 14:30:00     5.880      0.064  
  1500  2020/03/16 14:45:00     5.398      0.039  
  1501  2020/03/16 15:00:00     4.929      0.008  
  1502  2020/03/16 15:15:00     4.462     -0.046  
  1503  2020/03/16 15:30:00     4.027     -0.098  
  1504  2020/03/16 15:45:00     3.667     -0.110  
  1505  2020/03/16 16:00:00     3.347     -0.122  
  1506  2020/03/16 16:15:00     3.062     -0.146  
  1507  2020/03/16 16:30:00     2.848     -0.153  
  1508  2020/03/16 16:45:00     2.696     -0.160  
  1509  2020/03/16 17:00:00     2.626     -0.148  
  1510  2020/03/16 17:15:00     2.664     -0.095  
  1511  2020/03/16 17:30:00     2.760     -0.047  
  1512  2020/03/16 17:45:00     2.924      0.012  
  1513  2020/03/16 18:00:00     3.095      0.028  
  1514  2020/03/16 18:15:00     3.281      0.017  
  1515  2020/03/16 18:30:00     3.515      0.020  
  1516  2020/03/16 18:45:00     3.748     -0.008  
  1517  2020/03/16 19:00:00     4.032     -0.011  
  1518  2020/03/16 19:15:00     4.339     -0.014  
  1519  2020/03/16 19:30:00     4.674     -0.010  
  1520  2020/03/16 19:45:00     5.023     -0.010  
  1521  2020/03/16 20:00:00     5.386     -0.011  
  1522  2020/03/16 20:15:00     5.773      0.004  
  1523  2020/03/16 20:30:00     6.162      0.017  
  1524  2020/03/16 20:45:00     6.545      0.027  
  1525  2020/03/16 21:00:00     6.933      0.049  
  1526  2020/03/16 21:15:00     7.318      0.079  
  1527  2020/03/16 21:30:00     7.687      0.106  
  1528  2020/03/16 21:45:00     8.043      0.137  
  1529  2020/03/16 22:00:00     8.367      0.154  
  1530  2020/03/16 22:15:00     8.662      0.164  
  1531  2020/03/16 22:30:00     8.922      0.167  
  1532  2020/03/16 22:45:00     9.153      0.174  
  1533  2020/03/16 23:00:00     9.328      0.165  
  1534  2020/03/16 23:15:00     9.466      0.166  
  1535  2020/03/16 23:30:00     9.557      0.172  
  1536  2020/03/16 23:45:00     9.586      0.172  
  1537  2020/03/17 00:00:00     9.562      0.175  
  1538  2020/03/17 00:15:00     9.479      0.176  
  1539  2020/03/17 00:30:00     9.343      0.178  
  1540  2020/03/17 00:45:00     9.129      0.152  
  1541  2020/03/17 01:00:00     8.875      0.134  
  1542  2020/03/17 01:15:00     8.581      0.120  
  1543  2020/03/17 01:30:00     8.255      0.114  
  1544  2020/03/17 01:45:00     7.899      0.112  
  1545  2020/03/17 02:00:00     7.505      0.102  
  1546  2020/03/17 02:15:00     7.078      0.081  
  1547  2020/03/17 02:30:00     6.638      0.059  
  1548  2020/03/17 02:45:00     6.203      0.048  
  1549  2020/03/17 03:00:00     5.768      0.032  
  1550  2020/03/17 03:15:00     5.321     -0.006  
  1551  2020/03/17 03:30:00     4.912     -0.024  
  1552  2020/03/17 03:45:00     4.523     -0.043  
  1553  2020/03/17 04:00:00     4.155     -0.068  
  1554  2020/03/17 04:15:00     3.821     -0.092  
  1555  2020/03/17 04:30:00     3.543     -0.098  
  1556  2020/03/17 04:45:00     3.308     -0.107  
  1557  2020/03/17 05:00:00     3.131     -0.108  
  1558  2020/03/17 05:15:00     3.018     -0.099  
  1559  2020/03/17 05:30:00     2.965     -0.088  
  1560  2020/03/17 05:45:00     2.998     -0.045  
  1561  2020/03/17 06:00:00     3.069     -0.016  
  1562  2020/03/17 06:15:00     3.171     -0.002  
  1563  2020/03/17 06:30:00     3.298     -0.003  
  1564  2020/03/17 06:45:00     3.458     -0.007  
  1565  2020/03/17 07:00:00     3.662      0.002  
  1566  2020/03/17 07:15:00     3.901      0.016  
  1567  2020/03/17 07:30:00     4.154      0.019  
  1568  2020/03/17 07:45:00     4.454      0.043  
  1569  2020/03/17 08:00:00     4.766      0.058  
  1570  2020/03/17 08:15:00     5.079      0.057  
  1571  2020/03/17 08:30:00     5.403      0.052  
  1572  2020/03/17 08:45:00     5.724      0.037  
  1573  2020/03/17 09:00:00     6.057      0.031  
  1574  2020/03/17 09:15:00     6.391      0.027  
  1575  2020/03/17 09:30:00     6.726      0.030  
  1576  2020/03/17 09:45:00     7.061      0.042  
  1577  2020/03/17 10:00:00     7.367      0.037  
  1578  2020/03/17 10:15:00     7.650      0.022  
  1579  2020/03/17 10:30:00     7.937      0.028  
  1580  2020/03/17 10:45:00     8.197      0.027  
  1581  2020/03/17 11:00:00     8.408      0.003  
  1582  2020/03/17 11:15:00     8.598     -0.012  
  1583  2020/03/17 11:30:00     8.751     -0.027  
  1584  2020/03/17 11:45:00     8.869     -0.035  
  1585  2020/03/17 12:00:00     8.946     -0.037  
  1586  2020/03/17 12:15:00     8.965     -0.049  
  1587  2020/03/17 12:30:00     8.959     -0.037  
  1588  2020/03/17 12:45:00     8.904     -0.026  
  1589  2020/03/17 13:00:00     8.802     -0.015  
  1590  2020/03/17 13:15:00     8.653     -0.007  
  1591  2020/03/17 13:30:00     8.465      0.005  
  1592  2020/03/17 13:45:00     8.233      0.012  
  1593  2020/03/17 14:00:00     7.964      0.019  
  1594  2020/03/17 14:15:00     7.658      0.022  
  1595  2020/03/17 14:30:00     7.329      0.029  
  1596  2020/03/17 14:45:00     6.969      0.025  
  1597  2020/03/17 15:00:00     6.601      0.025  
  1598  2020/03/17 15:15:00     6.221      0.017  
  1599  2020/03/17 15:30:00     5.825     -0.011  
  1600  2020/03/17 15:45:00     5.451     -0.025  
  1601  2020/03/17 16:00:00     5.097     -0.035  
  1602  2020/03/17 16:15:00     4.753     -0.055  
  1603  2020/03/17 16:30:00     4.414     -0.096  
  1604  2020/03/17 16:45:00     4.132     -0.111  
  1605  2020/03/17 17:00:00     3.909     -0.105  
  1606  2020/03/17 17:15:00     3.745     -0.082  
  1607  2020/03/17 17:30:00     3.616     -0.070  
  1608  2020/03/17 17:45:00     3.540     -0.052  
  1609  2020/03/17 18:00:00     3.544     -0.001  
  1610  2020/03/17 18:15:00     3.577      0.034  
  1611  2020/03/17 18:30:00     3.640      0.060  
  1612  2020/03/17 18:45:00     3.736      0.082  
  1613  2020/03/17 19:00:00     3.852      0.091  
  1614  2020/03/17 19:15:00     3.974      0.078  
  1615  2020/03/17 19:30:00     4.135      0.077  
  1616  2020/03/17 19:45:00     4.331      0.086  
  1617  2020/03/17 20:00:00     4.551      0.097  
