# Port:              P003
# Site:              Hinkley Point
# Latitude:          51.21525
# Longitude:         -3.13433
# Start Date:        01JAN2019-00.00.00
# End Date:          31DEC2019-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVTD01 = Surface elevation (unspecified datum) of the water body by fixed in-situ pressure sensor
# Cycle    Date      Time    ASLVBG02   Residual   


Number  yyyy mm dd hh mi ssf        f          f
     1  2020/03/01 00:00:00     8.498      0.604  
     2  2020/03/01 00:15:00     8.077      0.663  
     3  2020/03/01 00:30:00     7.592      0.668  
     4  2020/03/01 00:45:00     7.082      0.651  
     5  2020/03/01 01:00:00     6.605      0.666  
     6  2020/03/01 01:15:00     6.113      0.659  
     7  2020/03/01 01:30:00     5.584      0.604  
     8  2020/03/01 01:45:00     5.132      0.608  
     9  2020/03/01 02:00:00     4.698      0.606  
    10  2020/03/01 02:15:00     4.336      0.642  
    11  2020/03/01 02:30:00     3.969      0.634  
    12  2020/03/01 02:45:00     3.658      0.637  
    13  2020/03/01 03:00:00     3.400      0.643  
    14  2020/03/01 03:15:00     3.168      0.621  
    15  2020/03/01 03:30:00     2.994      0.599  
    16  2020/03/01 03:45:00     2.837      0.530  
    17  2020/03/01 04:00:00     2.708      0.418  
    18  2020/03/01 04:15:00     2.722      0.375  
    19  2020/03/01 04:30:00     2.885      0.403  
    20  2020/03/01 04:45:00     3.109      0.418  
    21  2020/03/01 05:00:00     3.346      0.380  
    22  2020/03/01 05:15:00     3.598      0.303  
    23  2020/03/01 05:30:00     3.834      0.172  
    24  2020/03/01 05:45:00     4.225      0.172  
    25  2020/03/01 06:00:00     4.534      0.078  
    26  2020/03/01 06:15:00     4.967      0.102  
    27  2020/03/01 06:30:00     5.408      0.131  
    28  2020/03/01 06:45:00     5.838      0.146  
    29  2020/03/01 07:00:00     6.330      0.220  
    30  2020/03/01 07:15:00     6.773      0.242  
    31  2020/03/01 07:30:00     7.186      0.234  
    32  2020/03/01 07:45:00     7.609      0.241  
    33  2020/03/01 08:00:00     8.061      0.289  
    34  2020/03/01 08:15:00     8.488      0.329  
    35  2020/03/01 08:30:00     8.924      0.404  
    36  2020/03/01 08:45:00     9.306      0.454  
    37  2020/03/01 09:00:00     9.599      0.451  
    38  2020/03/01 09:15:00     9.859      0.456  
    39  2020/03/01 09:30:00    10.097      0.484  
    40  2020/03/01 09:45:00    10.282      0.511  
    41  2020/03/01 10:00:00    10.426      0.554  
    42  2020/03/01 10:15:00    10.455      0.545  
    43  2020/03/01 10:30:00    10.425      0.543  
    44  2020/03/01 10:45:00    10.307      0.521  
    45  2020/03/01 11:00:00    10.154      0.533  
    46  2020/03/01 11:15:00     9.851      0.461  
    47  2020/03/01 11:30:00     9.564      0.465  
    48  2020/03/01 11:45:00     9.197      0.442  
    49  2020/03/01 12:00:00     8.800      0.431  
    50  2020/03/01 12:15:00     8.392      0.441  
    51  2020/03/01 12:30:00     7.914      0.404  
    52  2020/03/01 12:45:00     7.449      0.395  
    53  2020/03/01 13:00:00     6.985      0.394  
    54  2020/03/01 13:15:00     6.513      0.388  
    55  2020/03/01 13:30:00     6.037      0.376  
    56  2020/03/01 13:45:00     5.550      0.346  
    57  2020/03/01 14:00:00     5.101      0.340  
    58  2020/03/01 14:15:00     4.682      0.344  
    59  2020/03/01 14:30:00     4.300      0.357  
    60  2020/03/01 14:45:00     3.926      0.342  
    61  2020/03/01 15:00:00     3.544      0.276  
    62  2020/03/01 15:15:00     3.243      0.243  
    63  2020/03/01 15:30:00     3.019      0.235  
    64  2020/03/01 15:45:00     2.874      0.250  
    65  2020/03/01 16:00:00     2.799      0.273  
    66  2020/03/01 16:15:00     2.848      0.353  
    67  2020/03/01 16:30:00     2.904      0.370  
    68  2020/03/01 16:45:00     2.962      0.315  
    69  2020/03/01 17:00:00     3.132      0.302  
    70  2020/03/01 17:15:00     3.349      0.272  
    71  2020/03/01 17:30:00     3.560      0.183  
    72  2020/03/01 17:45:00     3.837      0.120  
    73  2020/03/01 18:00:00     4.176      0.093  
    74  2020/03/01 18:15:00     4.533      0.068  
    75  2020/03/01 18:30:00     4.937      0.080  
    76  2020/03/01 18:45:00     5.375      0.122  
    77  2020/03/01 19:00:00     5.835      0.180  
    78  2020/03/01 19:15:00     6.265      0.204  
    79  2020/03/01 19:30:00     6.706      0.235  
    80  2020/03/01 19:45:00     7.114      0.234  
    81  2020/03/01 20:00:00     7.551      0.267  
    82  2020/03/01 20:15:00     7.992      0.316  
    83  2020/03/01 20:30:00     8.392      0.343  
    84  2020/03/01 20:45:00     8.784      0.389  
    85  2020/03/01 21:00:00     9.134      0.426  
    86  2020/03/01 21:15:00     9.454      0.470  
    87  2020/03/01 21:30:00     9.732      0.515  
    88  2020/03/01 21:45:00     9.937      0.534  
    89  2020/03/01 22:00:00    10.092      0.555  
    90  2020/03/01 22:15:00    10.175      0.561  
    91  2020/03/01 22:30:00    10.188      0.558  
    92  2020/03/01 22:45:00    10.131      0.547  
    93  2020/03/01 23:00:00    10.004      0.530  
    94  2020/03/01 23:15:00     9.803      0.503  
    95  2020/03/01 23:30:00     9.542      0.476  
    96  2020/03/01 23:45:00     9.233      0.457  
    97  2020/03/02 00:00:00     8.887      0.448  
    98  2020/03/02 00:15:00     8.498      0.434  
    99  2020/03/02 00:30:00     8.066      0.406  
   100  2020/03/02 00:45:00     7.617      0.380  
   101  2020/03/02 01:00:00     7.156      0.353  
   102  2020/03/02 01:15:00     6.679      0.314  
   103  2020/03/02 01:30:00     6.205      0.276  
   104  2020/03/02 01:45:00     5.727      0.228  
   105  2020/03/02 02:00:00     5.263      0.184  
   106  2020/03/02 02:15:00     4.820      0.145  
   107  2020/03/02 02:30:00     4.412      0.119  
   108  2020/03/02 02:45:00     4.047      0.106  
   109  2020/03/02 03:00:00     3.709      0.083  
   110  2020/03/02 03:15:00     3.427      0.074  
   111  2020/03/02 03:30:00     3.197      0.069  
   112  2020/03/02 03:45:00     3.022      0.068  
   113  2020/03/02 04:00:00     2.920      0.085  
   114  2020/03/02 04:15:00     2.903      0.129  
   115  2020/03/02 04:30:00     2.960      0.186  
   116  2020/03/02 04:45:00     3.061      0.224  
   117  2020/03/02 05:00:00     3.212      0.248  
   118  2020/03/02 05:15:00     3.403      0.251  
   119  2020/03/02 05:30:00     3.634      0.239  
   120  2020/03/02 05:45:00     3.903      0.220  
   121  2020/03/02 06:00:00     4.216      0.213  
   122  2020/03/02 06:15:00     4.567      0.223  
   123  2020/03/02 06:30:00     4.929      0.233  
   124  2020/03/02 06:45:00     5.317      0.265  
   125  2020/03/02 07:00:00     5.726      0.318  
   126  2020/03/02 07:15:00     6.129      0.364  
   127  2020/03/02 07:30:00     6.529      0.407  
   128  2020/03/02 07:45:00     6.919      0.440  
   129  2020/03/02 08:00:00     7.312      0.477  
   130  2020/03/02 08:15:00     7.695      0.511  
   131  2020/03/02 08:30:00     8.063      0.539  
   132  2020/03/02 08:45:00     8.403      0.556  
   133  2020/03/02 09:00:00     8.727      0.577  
   134  2020/03/02 09:15:00     9.022      0.596  
   135  2020/03/02 09:30:00     9.284      0.611  
   136  2020/03/02 09:45:00     9.505      0.618  
   137  2020/03/02 10:00:00     9.682      0.619  
   138  2020/03/02 10:15:00     9.780      0.582  
   139  2020/03/02 10:30:00     9.892      0.605  
   140  2020/03/02 10:45:00     9.919      0.591  
   141  2020/03/02 11:00:00     9.879      0.562  
   142  2020/03/02 11:15:00     9.778      0.527  
   143  2020/03/02 11:30:00     9.611      0.480  
   144  2020/03/02 11:45:00     9.405      0.449  
   145  2020/03/02 12:00:00     9.151      0.421  
   146  2020/03/02 12:15:00     8.859      0.402  
   147  2020/03/02 12:30:00     8.515      0.372  
   148  2020/03/02 12:45:00     8.144      0.347  
   149  2020/03/02 13:00:00     7.755      0.330  
   150  2020/03/02 13:15:00     7.341      0.305  
   151  2020/03/02 13:30:00     6.915      0.279  
   152  2020/03/02 13:45:00     6.479      0.248  
   153  2020/03/02 14:00:00     6.034      0.209  
   154  2020/03/02 14:15:00     5.603      0.181  
   155  2020/03/02 14:30:00     5.191      0.162  
   156  2020/03/02 14:45:00     4.795      0.143  
   157  2020/03/02 15:00:00     4.429      0.131  
   158  2020/03/02 15:15:00     4.083      0.108  
   159  2020/03/02 15:30:00     3.797      0.108  
   160  2020/03/02 15:45:00     3.533      0.086  
   161  2020/03/02 16:00:00     3.319      0.067  
   162  2020/03/02 16:15:00     3.215      0.105  
   163  2020/03/02 16:30:00     3.151      0.129  
   164  2020/03/02 16:45:00     3.171      0.181  
   165  2020/03/02 17:00:00     3.260      0.242  
   166  2020/03/02 17:15:00     3.381      0.276  
   167  2020/03/02 17:30:00     3.515      0.265  
   168  2020/03/02 17:45:00     3.706      0.259  
   169  2020/03/02 18:00:00     3.921      0.233  
   170  2020/03/02 18:15:00     4.187      0.222  
   171  2020/03/02 18:30:00     4.479      0.213  
   172  2020/03/02 18:45:00     4.804      0.221  
   173  2020/03/02 19:00:00     5.164      0.253  
   174  2020/03/02 19:15:00     5.522      0.277  
   175  2020/03/02 19:30:00     5.911      0.327  
   176  2020/03/02 19:45:00     6.284      0.356  
   177  2020/03/02 20:00:00     6.671      0.396  
   178  2020/03/02 20:15:00     7.053      0.430  
   179  2020/03/02 20:30:00     7.421      0.453  
   180  2020/03/02 20:45:00     7.783      0.480  
   181  2020/03/02 21:00:00     8.113      0.489  
   182  2020/03/02 21:15:00     8.421      0.497  
   183  2020/03/02 21:30:00     8.701      0.502  
   184  2020/03/02 21:45:00     8.952      0.508  
   185  2020/03/02 22:00:00     9.169      0.515  
   186  2020/03/02 22:15:00     9.348      0.520  
   187  2020/03/02 22:30:00     9.471      0.511  
   188  2020/03/02 22:45:00     9.551      0.502  
   189  2020/03/02 23:00:00     9.556      0.465  
   190  2020/03/02 23:15:00     9.501      0.417  
   191  2020/03/02 23:30:00     9.410      0.383  
   192  2020/03/02 23:45:00     9.256      0.336  
   193  2020/03/03 00:00:00     9.073      0.310  
   194  2020/03/03 00:15:00     8.828      0.269  
   195  2020/03/03 00:30:00     8.536      0.225  
   196  2020/03/03 00:45:00     8.218      0.193  
   197  2020/03/03 01:00:00     7.862      0.155  
   198  2020/03/03 01:15:00     7.500      0.135  
   199  2020/03/03 01:30:00     7.089      0.084  
   200  2020/03/03 01:45:00     6.698      0.063  
   201  2020/03/03 02:00:00     6.288      0.027  
   202  2020/03/03 02:15:00     5.934      0.048  
   203  2020/03/03 02:30:00     5.512     -0.003  
   204  2020/03/03 02:45:00     5.120     -0.034  
   205  2020/03/03 03:00:00     4.752     -0.056  
   206  2020/03/03 03:15:00     4.432     -0.051  
   207  2020/03/03 03:30:00     4.148     -0.038  
   208  2020/03/03 03:45:00     3.921     -0.002  
   209  2020/03/03 04:00:00     3.719      0.018  
   210  2020/03/03 04:15:00     3.582      0.058  
   211  2020/03/03 04:30:00     3.501      0.108  
   212  2020/03/03 04:45:00     3.484      0.171  
   213  2020/03/03 05:00:00     3.510      0.227  
   214  2020/03/03 05:15:00     3.596      0.292  
   215  2020/03/03 05:30:00     3.716      0.340  
   216  2020/03/03 05:45:00     3.831      0.335  
   217  2020/03/03 06:00:00     3.987      0.326  
   218  2020/03/03 06:15:00     4.187      0.324  
   219  2020/03/03 06:30:00     4.422      0.327  
   220  2020/03/03 06:45:00     4.676      0.327  
   221  2020/03/03 07:00:00     4.970      0.353  
   222  2020/03/03 07:15:00     5.285      0.390  
   223  2020/03/03 07:30:00     5.584      0.404  
   224  2020/03/03 07:45:00     5.895      0.425  
   225  2020/03/03 08:00:00     6.219      0.455  
   226  2020/03/03 08:15:00     6.546      0.483  
   227  2020/03/03 08:30:00     6.866      0.503  
   228  2020/03/03 08:45:00     7.174      0.511  
   229  2020/03/03 09:00:00     7.481      0.524  
   230  2020/03/03 09:15:00     7.783      0.541  
   231  2020/03/03 09:30:00     8.067      0.554  
   232  2020/03/03 09:45:00     8.319      0.553  
   233  2020/03/03 10:00:00     8.544      0.545  
   234  2020/03/03 10:15:00     8.700      0.494  
   235  2020/03/03 10:30:00     8.885      0.498  
   236  2020/03/03 10:45:00     9.028      0.490  
   237  2020/03/03 11:00:00     9.130      0.474  
   238  2020/03/03 11:15:00     9.196      0.457  
   239  2020/03/03 11:30:00     9.204      0.420  
   240  2020/03/03 11:45:00     9.152      0.362  
   241  2020/03/03 12:00:00     9.072      0.318  
   242  2020/03/03 12:15:00     8.946      0.271  
   243  2020/03/03 12:30:00     8.781      0.227  
   244  2020/03/03 12:45:00     8.574      0.184  
   245  2020/03/03 13:00:00     8.347      0.161  
   246  2020/03/03 13:15:00     8.069      0.123  
   247  2020/03/03 13:30:00     7.777      0.102  
   248  2020/03/03 13:45:00     7.453      0.075  
   249  2020/03/03 14:00:00     7.116      0.056  
   250  2020/03/03 14:15:00     6.773      0.045  
   251  2020/03/03 14:30:00     6.407      0.021  
   252  2020/03/03 14:45:00     6.033     -0.005  
   253  2020/03/03 15:00:00     5.660     -0.030  
   254  2020/03/03 15:15:00     5.284     -0.063  
   255  2020/03/03 15:30:00     4.945     -0.070  
   256  2020/03/03 15:45:00     4.645     -0.058  
   257  2020/03/03 16:00:00     4.358     -0.058  
   258  2020/03/03 16:15:00     4.119     -0.043  
   259  2020/03/03 16:30:00     3.926     -0.019  
   260  2020/03/03 16:45:00     3.816      0.046  
   261  2020/03/03 17:00:00     3.763      0.124  
   262  2020/03/03 17:15:00     3.747      0.193  
   263  2020/03/03 17:30:00     3.778      0.262  
   264  2020/03/03 17:45:00     3.834      0.310  
   265  2020/03/03 18:00:00     3.909      0.333  
   266  2020/03/03 18:15:00     3.985      0.315  
   267  2020/03/03 18:30:00     4.108      0.307  
   268  2020/03/03 18:45:00     4.294      0.329  
   269  2020/03/03 19:00:00     4.497      0.341  
   270  2020/03/03 19:15:00     4.739      0.371  
   271  2020/03/03 19:30:00     5.010      0.411  
   272  2020/03/03 19:45:00     5.291      0.446  
   273  2020/03/03 20:00:00     5.590      0.485  
   274  2020/03/03 20:15:00     5.901      0.523  
   275  2020/03/03 20:30:00     6.212      0.551  
   276  2020/03/03 20:45:00     6.513      0.560  
   277  2020/03/03 21:00:00     6.814      0.564  
   278  2020/03/03 21:15:00     7.117      0.570  
   279  2020/03/03 21:30:00     7.406      0.567  
   280  2020/03/03 21:45:00     7.690      0.568  
   281  2020/03/03 22:00:00     7.958      0.567  
   282  2020/03/03 22:15:00     8.184      0.543  
   283  2020/03/03 22:30:00     8.389      0.519  
   284  2020/03/03 22:45:00     8.541      0.468  
   285  2020/03/03 23:00:00     8.650      0.402  
   286  2020/03/03 23:15:00     8.755      0.362  
   287  2020/03/03 23:30:00     8.812      0.306  
   288  2020/03/03 23:45:00     8.849      0.265  
   289  2020/03/04 00:00:00     8.839      0.212  
   290  2020/03/04 00:15:00     8.787      0.155  
   291  2020/03/04 00:30:00     8.718      0.119  
   292  2020/03/04 00:45:00     8.622      0.097  
   293  2020/03/04 01:00:00     8.469      0.058  
   294  2020/03/04 01:15:00     8.275      0.017  
   295  2020/03/04 01:30:00     8.040     -0.029  
   296  2020/03/04 01:45:00     7.778     -0.067  
   297  2020/03/04 02:00:00     7.498     -0.096  
   298  2020/03/04 02:15:00     7.217     -0.101  
   299  2020/03/04 02:30:00     6.900     -0.125  
   300  2020/03/04 02:45:00     6.601     -0.116  
   301  2020/03/04 03:00:00     6.281     -0.119  
   302  2020/03/04 03:15:00     5.948     -0.131  
   303  2020/03/04 03:30:00     5.640     -0.117  
   304  2020/03/04 03:45:00     5.333     -0.109  
   305  2020/03/04 04:00:00     5.061     -0.079  
   306  2020/03/04 04:15:00     4.810     -0.046  
   307  2020/03/04 04:30:00     4.594     -0.004  
   308  2020/03/04 04:45:00     4.416      0.045  
   309  2020/03/04 05:00:00     4.295      0.116  
   310  2020/03/04 05:15:00     4.212      0.188  
   311  2020/03/04 05:30:00     4.172      0.264  
   312  2020/03/04 05:45:00     4.170      0.339  
   313  2020/03/04 06:00:00     4.170      0.379  
   314  2020/03/04 06:15:00     4.219      0.430  
   315  2020/03/04 06:30:00     4.299      0.478  
   316  2020/03/04 06:45:00     4.409      0.525  
   317  2020/03/04 07:00:00     4.544      0.568  
   318  2020/03/04 07:15:00     4.698      0.605  
   319  2020/03/04 07:30:00     4.878      0.645  
   320  2020/03/04 07:45:00     5.084      0.690  
   321  2020/03/04 08:00:00     5.283      0.709  
   322  2020/03/04 08:15:00     5.510      0.738  
   323  2020/03/04 08:30:00     5.711      0.724  
   324  2020/03/04 08:45:00     5.933      0.715  
   325  2020/03/04 09:00:00     6.156      0.695  
   326  2020/03/04 09:15:00     6.389      0.674  
   327  2020/03/04 09:30:00     6.629      0.653  
   328  2020/03/04 09:45:00     6.852      0.612  
   329  2020/03/04 10:00:00     7.092      0.588  
   330  2020/03/04 10:15:00     7.292      0.528  
   331  2020/03/04 10:30:00     7.510      0.494  
   332  2020/03/04 10:45:00     7.710      0.454  
   333  2020/03/04 11:00:00     7.882      0.400  
   334  2020/03/04 11:15:00     8.059      0.369  
   335  2020/03/04 11:30:00     8.227      0.349  
   336  2020/03/04 11:45:00     8.353      0.308  
   337  2020/03/04 12:00:00     8.453      0.263  
   338  2020/03/04 12:15:00     8.521      0.212  
   339  2020/03/04 12:30:00     8.588      0.188  
   340  2020/03/04 12:45:00     8.603      0.142  
   341  2020/03/04 13:00:00     8.601      0.113  
   342  2020/03/04 13:15:00     8.541      0.063  
   343  2020/03/04 13:30:00     8.465      0.036  
   344  2020/03/04 13:45:00     8.360      0.020  
   345  2020/03/04 14:00:00     8.204     -0.008  
   346  2020/03/04 14:15:00     8.023     -0.024  
   347  2020/03/04 14:30:00     7.797     -0.051  
   348  2020/03/04 14:45:00     7.570     -0.049  
   349  2020/03/04 15:00:00     7.305     -0.060  
   350  2020/03/04 15:15:00     7.004     -0.085  
   351  2020/03/04 15:30:00     6.691     -0.103  
   352  2020/03/04 15:45:00     6.373     -0.114  
   353  2020/03/04 16:00:00     6.071     -0.102  
   354  2020/03/04 16:15:00     5.752     -0.106  
   355  2020/03/04 16:30:00     5.448     -0.101  
   356  2020/03/04 16:45:00     5.167     -0.086  
   357  2020/03/04 17:00:00     4.889     -0.088  
   358  2020/03/04 17:15:00     4.623     -0.103  
   359  2020/03/04 17:30:00     4.416     -0.088  
   360  2020/03/04 17:45:00     4.234     -0.081  
   361  2020/03/04 18:00:00     4.113     -0.045  
   362  2020/03/04 18:15:00     4.025     -0.008  
   363  2020/03/04 18:30:00     3.995      0.054  
   364  2020/03/04 18:45:00     3.998      0.118  
   365  2020/03/04 19:00:00     4.036      0.186  
   366  2020/03/04 19:15:00     4.088      0.238  
   367  2020/03/04 19:30:00     4.170      0.291  
   368  2020/03/04 19:45:00     4.296      0.359  
   369  2020/03/04 20:00:00     4.454      0.428  
   370  2020/03/04 20:15:00     4.625      0.482  
   371  2020/03/04 20:30:00     4.836      0.547  
   372  2020/03/04 20:45:00     5.049      0.586  
   373  2020/03/04 21:00:00     5.288      0.627  
   374  2020/03/04 21:15:00     5.524      0.642  
   375  2020/03/04 21:30:00     5.772      0.649  
   376  2020/03/04 21:45:00     6.021      0.640  
   377  2020/03/04 22:00:00     6.275      0.624  
   378  2020/03/04 22:15:00     6.541      0.611  
   379  2020/03/04 22:30:00     6.803      0.590  
   380  2020/03/04 22:45:00     7.061      0.566  
   381  2020/03/04 23:00:00     7.317      0.545  
   382  2020/03/04 23:15:00     7.540      0.500  
   383  2020/03/04 23:30:00     7.750      0.456  
   384  2020/03/04 23:45:00     7.935      0.403  
   385  2020/03/05 00:00:00     8.084      0.332  
   386  2020/03/05 00:15:00     8.242      0.290  
   387  2020/03/05 00:30:00     8.359      0.227  
   388  2020/03/05 00:45:00     8.461      0.173  
   389  2020/03/05 01:00:00     8.511      0.094  
   390  2020/03/05 01:15:00     8.531      0.015  
   391  2020/03/05 01:30:00     8.541     -0.038  
   392  2020/03/05 01:45:00     8.515     -0.089  
   393  2020/03/05 02:00:00     8.458     -0.129  
   394  2020/03/05 02:15:00     8.337     -0.192  
   395  2020/03/05 02:30:00     8.216     -0.213  
   396  2020/03/05 02:45:00     8.041     -0.250  
   397  2020/03/05 03:00:00     7.880     -0.236  
   398  2020/03/05 03:15:00     7.701     -0.207  
   399  2020/03/05 03:30:00     7.512     -0.158  
   400  2020/03/05 03:45:00     7.271     -0.136  
   401  2020/03/05 04:00:00     6.993     -0.129  
   402  2020/03/05 04:15:00     6.674     -0.147  
   403  2020/03/05 04:30:00     6.384     -0.125  
   404  2020/03/05 04:45:00     6.103     -0.090  
   405  2020/03/05 05:00:00     5.816     -0.064  
   406  2020/03/05 05:15:00     5.574     -0.003  
   407  2020/03/05 05:30:00     5.346      0.057  
   408  2020/03/05 05:45:00     5.124      0.101  
   409  2020/03/05 06:00:00     4.941      0.161  
   410  2020/03/05 06:15:00     4.781      0.219  
   411  2020/03/05 06:30:00     4.607      0.237  
   412  2020/03/05 06:45:00     4.483      0.279  
   413  2020/03/05 07:00:00     4.368      0.306  
   414  2020/03/05 07:15:00     4.266      0.321  
   415  2020/03/05 07:30:00     4.223      0.369  
   416  2020/03/05 07:45:00     4.199      0.408  
   417  2020/03/05 08:00:00     4.202      0.444  
   418  2020/03/05 08:15:00     4.258      0.500  
   419  2020/03/05 08:30:00     4.339      0.548  
   420  2020/03/05 08:45:00     4.451      0.593  
   421  2020/03/05 09:00:00     4.576      0.618  
   422  2020/03/05 09:15:00     4.703      0.614  
   423  2020/03/05 09:30:00     4.851      0.602  
   424  2020/03/05 09:45:00     5.013      0.576  
   425  2020/03/05 10:00:00     5.183      0.533  
   426  2020/03/05 10:15:00     5.370      0.484  
   427  2020/03/05 10:30:00     5.597      0.455  
   428  2020/03/05 10:45:00     5.815      0.401  
   429  2020/03/05 11:00:00     6.067      0.370  
   430  2020/03/05 11:15:00     6.322      0.335  
   431  2020/03/05 11:30:00     6.591      0.312  
   432  2020/03/05 11:45:00     6.856      0.289  
   433  2020/03/05 12:00:00     7.132      0.281  
   434  2020/03/05 12:15:00     7.396      0.270  
   435  2020/03/05 12:30:00     7.659      0.266  
   436  2020/03/05 12:45:00     7.900      0.250  
   437  2020/03/05 13:00:00     8.134      0.241  
   438  2020/03/05 13:15:00     8.344      0.224  
   439  2020/03/05 13:30:00     8.523      0.199  
   440  2020/03/05 13:45:00     8.679      0.179  
   441  2020/03/05 14:00:00     8.799      0.157  
   442  2020/03/05 14:15:00     8.899      0.156  
   443  2020/03/05 14:30:00     8.945      0.144  
   444  2020/03/05 14:45:00     8.947      0.135  
   445  2020/03/05 15:00:00     8.882      0.104  
   446  2020/03/05 15:15:00     8.796      0.099  
   447  2020/03/05 15:30:00     8.657      0.085  
   448  2020/03/05 15:45:00     8.488      0.083  
   449  2020/03/05 16:00:00     8.284      0.087  
   450  2020/03/05 16:15:00     8.038      0.085  
   451  2020/03/05 16:30:00     7.775      0.098  
   452  2020/03/05 16:45:00     7.480      0.107  
   453  2020/03/05 17:00:00     7.168      0.120  
   454  2020/03/05 17:15:00     6.820      0.111  
   455  2020/03/05 17:30:00     6.477      0.112  
   456  2020/03/05 17:45:00     6.133      0.110  
   457  2020/03/05 18:00:00     5.781      0.091  
   458  2020/03/05 18:15:00     5.439      0.068  
   459  2020/03/05 18:30:00     5.102      0.032  
   460  2020/03/05 18:45:00     4.784     -0.003  
   461  2020/03/05 19:00:00     4.497     -0.027  
   462  2020/03/05 19:15:00     4.240     -0.041  
   463  2020/03/05 19:30:00     4.032     -0.029  
   464  2020/03/05 19:45:00     3.873      0.008  
   465  2020/03/05 20:00:00     3.739      0.040  
   466  2020/03/05 20:15:00     3.624      0.056  
   467  2020/03/05 20:30:00     3.557      0.083  
   468  2020/03/05 20:45:00     3.544      0.123  
   469  2020/03/05 21:00:00     3.560      0.148  
   470  2020/03/05 21:15:00     3.624      0.179  
   471  2020/03/05 21:30:00     3.729      0.210  
   472  2020/03/05 21:45:00     3.870      0.237  
   473  2020/03/05 22:00:00     4.046      0.261  
   474  2020/03/05 22:15:00     4.260      0.287  
   475  2020/03/05 22:30:00     4.501      0.303  
   476  2020/03/05 22:45:00     4.781      0.326  
   477  2020/03/05 23:00:00     5.084      0.343  
   478  2020/03/05 23:15:00     5.414      0.363  
   479  2020/03/05 23:30:00     5.756      0.378  
   480  2020/03/05 23:45:00     6.114      0.398  
   481  2020/03/06 00:00:00     6.479      0.421  
   482  2020/03/06 00:15:00     6.850      0.450  
   483  2020/03/06 00:30:00     7.203      0.465  
   484  2020/03/06 00:45:00     7.547      0.475  
   485  2020/03/06 01:00:00     7.875      0.476  
   486  2020/03/06 01:15:00     8.184      0.467  
   487  2020/03/06 01:30:00     8.459      0.437  
   488  2020/03/06 01:45:00     8.714      0.406  
   489  2020/03/06 02:00:00     8.929      0.361  
   490  2020/03/06 02:15:00     9.113      0.318  
   491  2020/03/06 02:30:00     9.246      0.264  
   492  2020/03/06 02:45:00     9.336      0.213  
   493  2020/03/06 03:00:00     9.376      0.161  
   494  2020/03/06 03:15:00     9.369      0.113  
   495  2020/03/06 03:30:00     9.321      0.077  
   496  2020/03/06 03:45:00     9.209      0.029  
   497  2020/03/06 04:00:00     9.052     -0.013  
   498  2020/03/06 04:15:00     8.848     -0.053  
   499  2020/03/06 04:30:00     8.608     -0.081  
   500  2020/03/06 04:45:00     8.330     -0.104  
   501  2020/03/06 05:00:00     8.012     -0.127  
   502  2020/03/06 05:15:00     7.671     -0.139  
   503  2020/03/06 05:30:00     7.313     -0.143  
   504  2020/03/06 05:45:00     6.935     -0.148  
   505  2020/03/06 06:00:00     6.544     -0.158  
   506  2020/03/06 06:15:00     6.143     -0.178  
   507  2020/03/06 06:30:00     5.751     -0.194  
   508  2020/03/06 06:45:00     5.368     -0.211  
   509  2020/03/06 07:00:00     4.997     -0.229  
   510  2020/03/06 07:15:00     4.641     -0.247  
   511  2020/03/06 07:30:00     4.308     -0.257  
   512  2020/03/06 07:45:00     4.002     -0.257  
   513  2020/03/06 08:00:00     3.730     -0.245  
   514  2020/03/06 08:15:00     3.484     -0.234  
   515  2020/03/06 08:30:00     3.283     -0.209  
   516  2020/03/06 08:45:00     3.135     -0.170  
   517  2020/03/06 09:00:00     3.060     -0.100  
   518  2020/03/06 09:15:00     3.023     -0.038  
   519  2020/03/06 09:30:00     3.035      0.028  
   520  2020/03/06 09:45:00     3.093      0.095  
   521  2020/03/06 10:00:00     3.196      0.162  
   522  2020/03/06 10:15:00     3.278      0.165  
   523  2020/03/06 10:30:00     3.484      0.247  
   524  2020/03/06 10:45:00     3.680      0.274  
   525  2020/03/06 11:00:00     3.916      0.296  
   526  2020/03/06 11:15:00     4.185      0.309  
   527  2020/03/06 11:30:00     4.490      0.321  
   528  2020/03/06 11:45:00     4.812      0.320  
   529  2020/03/06 12:00:00     5.154      0.315  
   530  2020/03/06 12:15:00     5.521      0.320  
   531  2020/03/06 12:30:00     5.902      0.330  
   532  2020/03/06 12:45:00     6.284      0.333  
   533  2020/03/06 13:00:00     6.671      0.337  
   534  2020/03/06 13:15:00     7.070      0.349  
   535  2020/03/06 13:30:00     7.462      0.352  
   536  2020/03/06 13:45:00     7.845      0.349  
   537  2020/03/06 14:00:00     8.216      0.341  
   538  2020/03/06 14:15:00     8.558      0.320  
   539  2020/03/06 14:30:00     8.891      0.315  
   540  2020/03/06 14:45:00     9.172      0.291  
   541  2020/03/06 15:00:00     9.409      0.264  
   542  2020/03/06 15:15:00     9.608      0.248  
   543  2020/03/06 15:30:00     9.742      0.219  
   544  2020/03/06 15:45:00     9.822      0.192  
   545  2020/03/06 16:00:00     9.830      0.153  
   546  2020/03/06 16:15:00     9.782      0.117  
   547  2020/03/06 16:30:00     9.661      0.070  
