# Port:              P074
# Site:              St. Helier(Jersey)
# Latitude:          49.18333
# Longitude:         -2.11667
# Start Date:        01FEB2020-00.00.00
# End Date:          29FEB2020-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVBG02 = Surface elevation (unspecified datum) of the water body by bubbler tide gauge (second sensor)
# Cycle    Date      Time    ASLVBG02   Residual  


Number  yyyy mm dd hh mi ssf        f          f 
     1  2020/02/01 00:00:00     7.903      0.136  
     2  2020/02/01 00:15:00     7.628      0.140  
     3  2020/02/01 00:30:00     7.321      0.128  
     4  2020/02/01 00:45:00     6.999      0.112  
     5  2020/02/01 01:00:00     6.679      0.105  
     6  2020/02/01 01:15:00     6.390      0.131  
     7  2020/02/01 01:30:00     6.069      0.122  
     8  2020/02/01 01:45:00     5.733      0.090  
     9  2020/02/01 02:00:00     5.471      0.123  
    10  2020/02/01 02:15:00     5.190      0.124  
    11  2020/02/01 02:30:00     4.937      0.139  
    12  2020/02/01 02:45:00     4.674      0.125  
    13  2020/02/01 03:00:00     4.443      0.123  
    14  2020/02/01 03:15:00     4.231      0.117  
    15  2020/02/01 03:30:00     4.031      0.095  
    16  2020/02/01 03:45:00     3.898      0.111  
    17  2020/02/01 04:00:00     3.789      0.120  
    18  2020/02/01 04:15:00     3.721      0.135  
    19  2020/02/01 04:30:00     3.665      0.129  
    20  2020/02/01 04:45:00     3.626      0.104  
    21  2020/02/01 05:00:00     3.666      0.121  
    22  2020/02/01 05:15:00     3.736      0.129  
    23  2020/02/01 05:30:00     3.826      0.117  
    24  2020/02/01 05:45:00     3.975      0.122  
    25  2020/02/01 06:00:00     4.159      0.121  
    26  2020/02/01 06:15:00     4.393      0.130  
    27  2020/02/01 06:30:00     4.670      0.146  
    28  2020/02/01 06:45:00     4.969      0.150  
    29  2020/02/01 07:00:00     5.311      0.171  
    30  2020/02/01 07:15:00     5.664      0.180  
    31  2020/02/01 07:30:00     6.034      0.191  
    32  2020/02/01 07:45:00     6.426      0.216  
    33  2020/02/01 08:00:00     6.832      0.253  
    34  2020/02/01 08:15:00     7.198      0.258  
    35  2020/02/01 08:30:00     7.539      0.253  
    36  2020/02/01 08:45:00     7.848      0.242  
    37  2020/02/01 09:00:00     8.154      0.260  
    38  2020/02/01 09:15:00     8.399      0.257  
    39  2020/02/01 09:30:00     8.644      0.297  
    40  2020/02/01 09:45:00     8.794      0.288  
    41  2020/02/01 10:00:00     8.920      0.303  
    42  2020/02/01 10:15:00     8.963      0.283  
    43  2020/02/01 10:30:00     8.977      0.279  
    44  2020/02/01 10:45:00     8.972      0.301  
    45  2020/02/01 11:00:00     8.880      0.278  
    46  2020/02/01 11:15:00     8.791      0.298  
    47  2020/02/01 11:30:00     8.623      0.273  
    48  2020/02/01 11:45:00     8.440      0.266  
    49  2020/02/01 12:00:00     8.260      0.289  
    50  2020/02/01 12:15:00     8.010      0.265  
    51  2020/02/01 12:30:00     7.759      0.261  
    52  2020/02/01 12:45:00     7.487      0.253  
    53  2020/02/01 13:00:00     7.199      0.241  
    54  2020/02/01 13:15:00     6.922      0.249  
    55  2020/02/01 13:30:00     6.613      0.230  
    56  2020/02/01 13:45:00     6.322      0.229  
    57  2020/02/01 14:00:00     6.023      0.218  
    58  2020/02/01 14:15:00     5.721      0.197  
    59  2020/02/01 14:30:00     5.429      0.178  
    60  2020/02/01 14:45:00     5.166      0.177  
    61  2020/02/01 15:00:00     4.915      0.173  
    62  2020/02/01 15:15:00     4.663      0.152  
    63  2020/02/01 15:30:00     4.440      0.140  
    64  2020/02/01 15:45:00     4.232      0.120  
    65  2020/02/01 16:00:00     4.055      0.104  
    66  2020/02/01 16:15:00     3.923      0.104  
    67  2020/02/01 16:30:00     3.790      0.072  
    68  2020/02/01 16:45:00     3.713      0.064  
    69  2020/02/01 17:00:00     3.657      0.044  
    70  2020/02/01 17:15:00     3.643      0.031  
    71  2020/02/01 17:30:00     3.694      0.048  
    72  2020/02/01 17:45:00     3.750      0.032  
    73  2020/02/01 18:00:00     3.851      0.022  
    74  2020/02/01 18:15:00     3.999      0.020  
    75  2020/02/01 18:30:00     4.173      0.005  
    76  2020/02/01 18:45:00     4.422      0.029  
    77  2020/02/01 19:00:00     4.693      0.043  
    78  2020/02/01 19:15:00     4.982      0.047  
    79  2020/02/01 19:30:00     5.298      0.054  
    80  2020/02/01 19:45:00     5.627      0.057  
    81  2020/02/01 20:00:00     5.969      0.061  
    82  2020/02/01 20:15:00     6.323      0.072  
    83  2020/02/01 20:30:00     6.672      0.081  
    84  2020/02/01 20:45:00     7.002      0.083  
    85  2020/02/01 21:00:00     7.322      0.094  
    86  2020/02/01 21:15:00     7.605      0.096  
    87  2020/02/01 21:30:00     7.846      0.090  
    88  2020/02/01 21:45:00     8.054      0.089  
    89  2020/02/01 22:00:00     8.251      0.119  
    90  2020/02/01 22:15:00     8.381      0.126  
    91  2020/02/01 22:30:00     8.459      0.125  
    92  2020/02/01 22:45:00     8.480      0.110  
    93  2020/02/01 23:00:00     8.494      0.131  
    94  2020/02/01 23:15:00     8.449      0.132  
    95  2020/02/01 23:30:00     8.386      0.153  
    96  2020/02/01 23:45:00     8.266      0.151  
    97  2020/02/02 00:00:00     8.123      0.156  
    98  2020/02/02 00:15:00     7.967      0.174  
    99  2020/02/02 00:30:00     7.753      0.156  
   100  2020/02/02 00:45:00     7.556      0.174  
   101  2020/02/02 01:00:00     7.328      0.175  
   102  2020/02/02 01:15:00     7.089      0.178  
   103  2020/02/02 01:30:00     6.817      0.155  
   104  2020/02/02 01:45:00     6.594      0.185  
   105  2020/02/02 02:00:00     6.317      0.162  
   106  2020/02/02 02:15:00     6.055      0.151  
   107  2020/02/02 02:30:00     5.833      0.174  
   108  2020/02/02 02:45:00     5.592      0.169  
   109  2020/02/02 03:00:00     5.356      0.159  
   110  2020/02/02 03:15:00     5.151      0.168  
   111  2020/02/02 03:30:00     4.945      0.162  
   112  2020/02/02 03:45:00     4.760      0.159  
   113  2020/02/02 04:00:00     4.613      0.174  
   114  2020/02/02 04:15:00     4.482      0.183  
   115  2020/02/02 04:30:00     4.372      0.187  
   116  2020/02/02 04:45:00     4.301      0.203  
   117  2020/02/02 05:00:00     4.272      0.234  
   118  2020/02/02 05:15:00     4.285      0.278  
   119  2020/02/02 05:30:00     4.305      0.300  
   120  2020/02/02 05:45:00     4.356      0.323  
   121  2020/02/02 06:00:00     4.423      0.330  
   122  2020/02/02 06:15:00     4.530      0.344  
   123  2020/02/02 06:30:00     4.694      0.382  
   124  2020/02/02 06:45:00     4.846      0.375  
   125  2020/02/02 07:00:00     5.041      0.380  
   126  2020/02/02 07:15:00     5.247      0.367  
   127  2020/02/02 07:30:00     5.503      0.379  
   128  2020/02/02 07:45:00     5.785      0.396  
   129  2020/02/02 08:00:00     6.044      0.375  
   130  2020/02/02 08:15:00     6.350      0.390  
   131  2020/02/02 08:30:00     6.595      0.340  
   132  2020/02/02 08:45:00     6.871      0.322  
   133  2020/02/02 09:00:00     7.114      0.279  
   134  2020/02/02 09:15:00     7.388      0.282  
   135  2020/02/02 09:30:00     7.587      0.232  
   136  2020/02/02 09:45:00     7.776      0.201  
   137  2020/02/02 10:00:00     7.942      0.178  
   138  2020/02/02 10:15:00     8.077      0.158  
   139  2020/02/02 10:30:00     8.195      0.159  
   140  2020/02/02 10:45:00     8.259      0.142  
   141  2020/02/02 11:00:00     8.313      0.151  
   142  2020/02/02 11:15:00     8.325      0.155  
   143  2020/02/02 11:30:00     8.266      0.121  
   144  2020/02/02 11:45:00     8.227      0.140  
   145  2020/02/02 12:00:00     8.105      0.105  
   146  2020/02/02 12:15:00     8.016      0.131  
   147  2020/02/02 12:30:00     7.892      0.145  
   148  2020/02/02 12:45:00     7.717      0.129  
   149  2020/02/02 13:00:00     7.524      0.114  
   150  2020/02/02 13:15:00     7.316      0.100  
   151  2020/02/02 13:30:00     7.115      0.106  
   152  2020/02/02 13:45:00     6.901      0.109  
   153  2020/02/02 14:00:00     6.671      0.105  
   154  2020/02/02 14:15:00     6.418      0.082  
   155  2020/02/02 14:30:00     6.158      0.053  
   156  2020/02/02 14:45:00     5.929      0.055  
   157  2020/02/02 15:00:00     5.722      0.074  
   158  2020/02/02 15:15:00     5.473      0.046  
   159  2020/02/02 15:30:00     5.252      0.038  
   160  2020/02/02 15:45:00     5.041      0.030  
   161  2020/02/02 16:00:00     4.856      0.035  
   162  2020/02/02 16:15:00     4.682      0.035  
   163  2020/02/02 16:30:00     4.501      0.009  
   164  2020/02/02 16:45:00     4.371      0.012  
   165  2020/02/02 17:00:00     4.272      0.023  
   166  2020/02/02 17:15:00     4.181      0.016  
   167  2020/02/02 17:30:00     4.132      0.026  
   168  2020/02/02 17:45:00     4.081      0.007  
   169  2020/02/02 18:00:00     4.069      0.000  
   170  2020/02/02 18:15:00     4.130      0.037  
   171  2020/02/02 18:30:00     4.177      0.029  
   172  2020/02/02 18:45:00     4.244      0.010  
   173  2020/02/02 19:00:00     4.371      0.019  
   174  2020/02/02 19:15:00     4.516      0.015  
   175  2020/02/02 19:30:00     4.731      0.052  
   176  2020/02/02 19:45:00     4.953      0.069  
   177  2020/02/02 20:00:00     5.175      0.064  
   178  2020/02/02 20:15:00     5.412      0.054  
   179  2020/02/02 20:30:00     5.689      0.070  
   180  2020/02/02 20:45:00     5.991      0.101  
   181  2020/02/02 21:00:00     6.278      0.112  
   182  2020/02/02 21:15:00     6.560      0.121  
   183  2020/02/02 21:30:00     6.822      0.118  
   184  2020/02/02 21:45:00     7.069      0.114  
   185  2020/02/02 22:00:00     7.302      0.118  
   186  2020/02/02 22:15:00     7.522      0.133  
   187  2020/02/02 22:30:00     7.723      0.159  
   188  2020/02/02 22:45:00     7.872      0.165  
   189  2020/02/02 23:00:00     7.988      0.170  
   190  2020/02/02 23:15:00     8.063      0.168  
   191  2020/02/02 23:30:00     8.095      0.157  
   192  2020/02/02 23:45:00     8.135      0.187  
   193  2020/02/03 00:00:00     8.099      0.173  
   194  2020/02/03 00:15:00     8.049      0.175  
   195  2020/02/03 00:30:00     7.958      0.162  
   196  2020/02/03 00:45:00     7.846      0.154  
   197  2020/02/03 01:00:00     7.736      0.169  
   198  2020/02/03 01:15:00     7.568      0.145  
   199  2020/02/03 01:30:00     7.403      0.141  
   200  2020/02/03 01:45:00     7.208      0.121  
   201  2020/02/03 02:00:00     6.982      0.081  
   202  2020/02/03 02:15:00     6.788      0.082  
   203  2020/02/03 02:30:00     6.613      0.107  
   204  2020/02/03 02:45:00     6.387      0.085  
   205  2020/02/03 03:00:00     6.159      0.060  
   206  2020/02/03 03:15:00     5.938      0.040  
   207  2020/02/03 03:30:00     5.723      0.022  
   208  2020/02/03 03:45:00     5.539      0.029  
   209  2020/02/03 04:00:00     5.362      0.035  
   210  2020/02/03 04:15:00     5.179      0.026  
   211  2020/02/03 04:30:00     5.006      0.014  
   212  2020/02/03 04:45:00     4.848      0.002  
   213  2020/02/03 05:00:00     4.712     -0.005  
   214  2020/02/03 05:15:00     4.605     -0.002  
   215  2020/02/03 05:30:00     4.551      0.033  
   216  2020/02/03 05:45:00     4.478      0.027  
   217  2020/02/03 06:00:00     4.433      0.028  
   218  2020/02/03 06:15:00     4.392      0.011  
   219  2020/02/03 06:30:00     4.375     -0.007  
   220  2020/02/03 06:45:00     4.440      0.032  
   221  2020/02/03 07:00:00     4.495      0.035  
   222  2020/02/03 07:15:00     4.592      0.053  
   223  2020/02/03 07:30:00     4.706      0.061  
   224  2020/02/03 07:45:00     4.818      0.040  
   225  2020/02/03 08:00:00     4.977      0.042  
   226  2020/02/03 08:15:00     5.173      0.058  
   227  2020/02/03 08:30:00     5.391      0.078  
   228  2020/02/03 08:45:00     5.609      0.082  
   229  2020/02/03 09:00:00     5.832      0.079  
   230  2020/02/03 09:15:00     6.073      0.087  
   231  2020/02/03 09:30:00     6.305      0.082  
   232  2020/02/03 09:45:00     6.532      0.076  
   233  2020/02/03 10:00:00     6.772      0.089  
   234  2020/02/03 10:15:00     6.987      0.091  
   235  2020/02/03 10:30:00     7.188      0.096  
   236  2020/02/03 10:45:00     7.340      0.072  
   237  2020/02/03 11:00:00     7.470      0.050  
   238  2020/02/03 11:15:00     7.618      0.072  
   239  2020/02/03 11:30:00     7.702      0.056  
   240  2020/02/03 11:45:00     7.803      0.085  
   241  2020/02/03 12:00:00     7.813      0.050  
   242  2020/02/03 12:15:00     7.830      0.050  
   243  2020/02/03 12:30:00     7.804      0.034  
   244  2020/02/03 12:45:00     7.786      0.051  
   245  2020/02/03 13:00:00     7.740      0.064  
   246  2020/02/03 13:15:00     7.648      0.053  
   247  2020/02/03 13:30:00     7.551      0.057  
   248  2020/02/03 13:45:00     7.422      0.048  
   249  2020/02/03 14:00:00     7.307      0.070  
   250  2020/02/03 14:15:00     7.120      0.035  
   251  2020/02/03 14:30:00     6.962      0.042  
   252  2020/02/03 14:45:00     6.789      0.044  
   253  2020/02/03 15:00:00     6.610      0.049  
   254  2020/02/03 15:15:00     6.455      0.083  
   255  2020/02/03 15:30:00     6.224      0.045  
   256  2020/02/03 15:45:00     6.040      0.055  
   257  2020/02/03 16:00:00     5.854      0.062  
   258  2020/02/03 16:15:00     5.623      0.022  
   259  2020/02/03 16:30:00     5.491      0.075  
   260  2020/02/03 16:45:00     5.277      0.040  
   261  2020/02/03 17:00:00     5.114      0.044  
   262  2020/02/03 17:15:00     4.934      0.018  
   263  2020/02/03 17:30:00     4.805      0.028  
   264  2020/02/03 17:45:00     4.715      0.060  
   265  2020/02/03 18:00:00     4.606      0.053  
   266  2020/02/03 18:15:00     4.582      0.113  
   267  2020/02/03 18:30:00     4.470      0.064  
   268  2020/02/03 18:45:00     4.467      0.102  
   269  2020/02/03 19:00:00     4.465      0.118  
   270  2020/02/03 19:15:00     4.466      0.112  
   271  2020/02/03 19:30:00     4.540      0.153  
   272  2020/02/03 19:45:00     4.604      0.156  
   273  2020/02/03 20:00:00     4.688      0.152  
   274  2020/02/03 20:15:00     4.809      0.159  
   275  2020/02/03 20:30:00     4.945      0.155  
   276  2020/02/03 20:45:00     5.119      0.166  
   277  2020/02/03 21:00:00     5.327      0.191  
   278  2020/02/03 21:15:00     5.514      0.176  
   279  2020/02/03 21:30:00     5.729      0.175  
   280  2020/02/03 21:45:00     5.960      0.179  
   281  2020/02/03 22:00:00     6.179      0.165  
   282  2020/02/03 22:15:00     6.412      0.164  
   283  2020/02/03 22:30:00     6.646      0.168  
   284  2020/02/03 22:45:00     6.867      0.167  
   285  2020/02/03 23:00:00     7.057      0.148  
   286  2020/02/03 23:15:00     7.243      0.143  
   287  2020/02/03 23:30:00     7.377      0.105  
   288  2020/02/03 23:45:00     7.527      0.107  
   289  2020/02/04 00:00:00     7.624      0.080  
   290  2020/02/04 00:15:00     7.719      0.078  
   291  2020/02/04 00:30:00     7.744      0.034  
   292  2020/02/04 00:45:00     7.800      0.049  
   293  2020/02/04 01:00:00     7.788      0.023  
   294  2020/02/04 01:15:00     7.763      0.011  
   295  2020/02/04 01:30:00     7.714      0.001  
   296  2020/02/04 01:45:00     7.636     -0.015  
   297  2020/02/04 02:00:00     7.571      0.004  
   298  2020/02/04 02:15:00     7.412     -0.050  
   299  2020/02/04 02:30:00     7.329     -0.010  
   300  2020/02/04 02:45:00     7.178     -0.021  
   301  2020/02/04 03:00:00     7.035     -0.010  
   302  2020/02/04 03:15:00     6.885      0.004  
   303  2020/02/04 03:30:00     6.713      0.006  
   304  2020/02/04 03:45:00     6.571      0.043  
   305  2020/02/04 04:00:00     6.398      0.054  
   306  2020/02/04 04:15:00     6.234      0.077  
   307  2020/02/04 04:30:00     6.068      0.097  
   308  2020/02/04 04:45:00     5.873      0.088  
   309  2020/02/04 05:00:00     5.693      0.089  
   310  2020/02/04 05:15:00     5.547      0.118  
   311  2020/02/04 05:30:00     5.375      0.112  
   312  2020/02/04 05:45:00     5.260      0.151  
   313  2020/02/04 06:00:00     5.098      0.131  
   314  2020/02/04 06:15:00     4.965      0.124  
   315  2020/02/04 06:30:00     4.853      0.123  
   316  2020/02/04 06:45:00     4.764      0.128  
   317  2020/02/04 07:00:00     4.719      0.160  
   318  2020/02/04 07:15:00     4.659      0.157  
   319  2020/02/04 07:30:00     4.592      0.126  
   320  2020/02/04 07:45:00     4.574      0.121  
   321  2020/02/04 08:00:00     4.566      0.101  
   322  2020/02/04 08:15:00     4.616      0.114  
   323  2020/02/04 08:30:00     4.678      0.114  
   324  2020/02/04 08:45:00     4.763      0.111  
   325  2020/02/04 09:00:00     4.864      0.099  
   326  2020/02/04 09:15:00     4.956      0.055  
   327  2020/02/04 09:30:00     5.070      0.012  
   328  2020/02/04 09:45:00     5.261      0.027  
   329  2020/02/04 10:00:00     5.448      0.022  
   330  2020/02/04 10:15:00     5.626     -0.005  
   331  2020/02/04 10:30:00     5.785     -0.061  
   332  2020/02/04 10:45:00     5.989     -0.077  
   333  2020/02/04 11:00:00     6.197     -0.091  
   334  2020/02/04 11:15:00     6.384     -0.122  
   335  2020/02/04 11:30:00     6.583     -0.134  
   336  2020/02/04 11:45:00     6.735     -0.181  
   337  2020/02/04 12:00:00     6.949     -0.151  
   338  2020/02/04 12:15:00     7.078     -0.189  
   339  2020/02/04 12:30:00     7.196     -0.216  
   340  2020/02/04 12:45:00     7.297     -0.237  
   341  2020/02/04 13:00:00     7.386     -0.245  
   342  2020/02/04 13:15:00     7.475     -0.226  
   343  2020/02/04 13:30:00     7.494     -0.252  
   344  2020/02/04 13:45:00     7.494     -0.269  
   345  2020/02/04 14:00:00     7.494     -0.261  
   346  2020/02/04 14:15:00     7.475     -0.245  
   347  2020/02/04 14:30:00     7.410     -0.251  
   348  2020/02/04 14:45:00     7.352     -0.227  
   349  2020/02/04 15:00:00     7.247     -0.228  
   350  2020/02/04 15:15:00     7.121     -0.229  
   351  2020/02/04 15:30:00     6.991     -0.218  
   352  2020/02/04 15:45:00     6.857     -0.195  
   353  2020/02/04 16:00:00     6.703     -0.179  
   354  2020/02/04 16:15:00     6.524     -0.177  
   355  2020/02/04 16:30:00     6.329     -0.182  
   356  2020/02/04 16:45:00     6.147     -0.168  
   357  2020/02/04 17:00:00     5.947     -0.167  
   358  2020/02/04 17:15:00     5.785     -0.126  
   359  2020/02/04 17:30:00     5.566     -0.144  
   360  2020/02/04 17:45:00     5.388     -0.125  
   361  2020/02/04 18:00:00     5.193     -0.130  
   362  2020/02/04 18:15:00     5.015     -0.127  
   363  2020/02/04 18:30:00     4.848     -0.125  
   364  2020/02/04 18:45:00     4.682     -0.135  
   365  2020/02/04 19:00:00     4.550     -0.126  
   366  2020/02/04 19:15:00     4.395     -0.157  
   367  2020/02/04 19:30:00     4.292     -0.153  
   368  2020/02/04 19:45:00     4.225     -0.134  
   369  2020/02/04 20:00:00     4.157     -0.138  
   370  2020/02/04 20:15:00     4.130     -0.126  
   371  2020/02/04 20:30:00     4.098     -0.145  
   372  2020/02/04 20:45:00     4.121     -0.138  
   373  2020/02/04 21:00:00     4.171     -0.132  
   374  2020/02/04 21:15:00     4.240     -0.137  
   375  2020/02/04 21:30:00     4.349     -0.130  
   376  2020/02/04 21:45:00     4.467     -0.141  
   377  2020/02/04 22:00:00     4.635     -0.129  
   378  2020/02/04 22:15:00     4.814     -0.131  
   379  2020/02/04 22:30:00     5.012     -0.135  
   380  2020/02/04 22:45:00     5.246     -0.123  
   381  2020/02/04 23:00:00     5.476     -0.131  
   382  2020/02/04 23:15:00     5.721     -0.135  
   383  2020/02/04 23:30:00     5.970     -0.142  
   384  2020/02/04 23:45:00     6.228     -0.142  
   385  2020/02/05 00:00:00     6.493     -0.131  
   386  2020/02/05 00:15:00     6.716     -0.153  
   387  2020/02/05 00:30:00     6.928     -0.173  
   388  2020/02/05 00:45:00     7.120     -0.193  
   389  2020/02/05 01:00:00     7.297     -0.206  
   390  2020/02/05 01:15:00     7.455     -0.213  
   391  2020/02/05 01:30:00     7.581     -0.223  
   392  2020/02/05 01:45:00     7.666     -0.243  
   393  2020/02/05 02:00:00     7.720     -0.263  
   394  2020/02/05 02:15:00     7.749     -0.276  
   395  2020/02/05 02:30:00     7.758     -0.277  
   396  2020/02/05 02:45:00     7.733     -0.281  
   397  2020/02/05 03:00:00     7.687     -0.275  
   398  2020/02/05 03:15:00     7.591     -0.292  
   399  2020/02/05 03:30:00     7.488     -0.291  
   400  2020/02/05 03:45:00     7.364     -0.287  
   401  2020/02/05 04:00:00     7.226     -0.276  
   402  2020/02/05 04:15:00     7.070     -0.265  
   403  2020/02/05 04:30:00     6.877     -0.276  
   404  2020/02/05 04:45:00     6.681     -0.276  
   405  2020/02/05 05:00:00     6.477     -0.274  
   406  2020/02/05 05:15:00     6.272     -0.264  
   407  2020/02/05 05:30:00     6.053     -0.262  
   408  2020/02/05 05:45:00     5.824     -0.267  
   409  2020/02/05 06:00:00     5.602     -0.266  
   410  2020/02/05 06:15:00     5.370     -0.278  
   411  2020/02/05 06:30:00     5.164     -0.269  
   412  2020/02/05 06:45:00     4.944     -0.283  
   413  2020/02/05 07:00:00     4.742     -0.290  
   414  2020/02/05 07:15:00     4.543     -0.305  
   415  2020/02/05 07:30:00     4.375     -0.304  
   416  2020/02/05 07:45:00     4.210     -0.316  
   417  2020/02/05 08:00:00     4.079     -0.311  
   418  2020/02/05 08:15:00     3.967     -0.308  
   419  2020/02/05 08:30:00     3.888     -0.294  
   420  2020/02/05 08:45:00     3.837     -0.278  
   421  2020/02/05 09:00:00     3.798     -0.278  
   422  2020/02/05 09:15:00     3.809     -0.257  
   423  2020/02/05 09:30:00     3.849     -0.237  
   424  2020/02/05 09:45:00     3.899     -0.238  
   425  2020/02/05 10:00:00     4.008     -0.212  
   426  2020/02/05 10:15:00     4.138     -0.195  
   427  2020/02/05 10:30:00     4.291     -0.185  
   428  2020/02/05 10:45:00     4.490     -0.157  
   429  2020/02/05 11:00:00     4.692     -0.154  
   430  2020/02/05 11:15:00     4.930     -0.141  
   431  2020/02/05 11:30:00     5.192     -0.125  
   432  2020/02/05 11:45:00     5.455     -0.125  
   433  2020/02/05 12:00:00     5.740     -0.117  
   434  2020/02/05 12:15:00     6.034     -0.106  
   435  2020/02/05 12:30:00     6.297     -0.128  
   436  2020/02/05 12:45:00     6.583     -0.121  
   437  2020/02/05 13:00:00     6.845     -0.127  
   438  2020/02/05 13:15:00     7.089     -0.135  
   439  2020/02/05 13:30:00     7.312     -0.143  
   440  2020/02/05 13:45:00     7.499     -0.162  
   441  2020/02/05 14:00:00     7.667     -0.170  
   442  2020/02/05 14:15:00     7.812     -0.170  
   443  2020/02/05 14:30:00     7.917     -0.175  
   444  2020/02/05 14:45:00     7.975     -0.192  
   445  2020/02/05 15:00:00     8.023     -0.183  
   446  2020/02/05 15:15:00     8.018     -0.192  
   447  2020/02/05 15:30:00     7.997     -0.182  
   448  2020/02/05 15:45:00     7.954     -0.162  
   449  2020/02/05 16:00:00     7.834     -0.188  
   450  2020/02/05 16:15:00     7.735     -0.165  
   451  2020/02/05 16:30:00     7.580     -0.171  
   452  2020/02/05 16:45:00     7.414     -0.166  
   453  2020/02/05 17:00:00     7.219     -0.167  
   454  2020/02/05 17:15:00     7.009     -0.166  
   455  2020/02/05 17:30:00     6.787     -0.160  
   456  2020/02/05 17:45:00     6.534     -0.173  
   457  2020/02/05 18:00:00     6.293     -0.165  
   458  2020/02/05 18:15:00     6.036     -0.166  
   459  2020/02/05 18:30:00     5.775     -0.169  
   460  2020/02/05 18:45:00     5.513     -0.174  
   461  2020/02/05 19:00:00     5.278     -0.156  
   462  2020/02/05 19:15:00     5.019     -0.171  
   463  2020/02/05 19:30:00     4.781     -0.174  
   464  2020/02/05 19:45:00     4.548     -0.185  
   465  2020/02/05 20:00:00     4.347     -0.179  
   466  2020/02/05 20:15:00     4.170     -0.167  
   467  2020/02/05 20:30:00     4.001     -0.166  
   468  2020/02/05 20:45:00     3.886     -0.135  
   469  2020/02/05 21:00:00     3.773     -0.128  
   470  2020/02/05 21:15:00     3.702     -0.108  
   471  2020/02/05 21:30:00     3.665     -0.087  
   472  2020/02/05 21:45:00     3.659     -0.069  
   473  2020/02/05 22:00:00     3.692     -0.048  
   474  2020/02/05 22:15:00     3.751     -0.037  
   475  2020/02/05 22:30:00     3.849     -0.025  
   476  2020/02/05 22:45:00     3.989     -0.008  
   477  2020/02/05 23:00:00     4.157     -0.001  
   478  2020/02/05 23:15:00     4.377      0.022  
   479  2020/02/05 23:30:00     4.603      0.016  
   480  2020/02/05 23:45:00     4.868      0.015  
   481  2020/02/06 00:00:00     5.159      0.012  
   482  2020/02/06 00:15:00     5.471      0.006  
   483  2020/02/06 00:30:00     5.796     -0.005  
   484  2020/02/06 00:45:00     6.123     -0.023  
   485  2020/02/06 01:00:00     6.440     -0.054  
   486  2020/02/06 01:15:00     6.760     -0.076  
   487  2020/02/06 01:30:00     7.060     -0.105  
   488  2020/02/06 01:45:00     7.352     -0.123  
   489  2020/02/06 02:00:00     7.610     -0.149  
   490  2020/02/06 02:15:00     7.838     -0.173  
   491  2020/02/06 02:30:00     8.036     -0.191  
   492  2020/02/06 02:45:00     8.182     -0.220  
   493  2020/02/06 03:00:00     8.314     -0.221  
   494  2020/02/06 03:15:00     8.385     -0.238  
   495  2020/02/06 03:30:00     8.434     -0.234  
   496  2020/02/06 03:45:00     8.432     -0.237  
   497  2020/02/06 04:00:00     8.390     -0.239  
   498  2020/02/06 04:15:00     8.327     -0.224  
   499  2020/02/06 04:30:00     8.227     -0.209  
   500  2020/02/06 04:45:00     8.079     -0.209  
   501  2020/02/06 05:00:00     7.914     -0.196  
   502  2020/02/06 05:15:00     7.714     -0.191  
   503  2020/02/06 05:30:00     7.492     -0.183  
   504  2020/02/06 05:45:00     7.255     -0.170  
   505  2020/02/06 06:00:00     6.996     -0.161  
   506  2020/02/06 06:15:00     6.728     -0.148  
   507  2020/02/06 06:30:00     6.447     -0.137  
   508  2020/02/06 06:45:00     6.155     -0.132  
   509  2020/02/06 07:00:00     5.878     -0.110  
   510  2020/02/06 07:15:00     5.591     -0.100  
   511  2020/02/06 07:30:00     5.308     -0.091  
   512  2020/02/06 07:45:00     5.027     -0.089  
   513  2020/02/06 08:00:00     4.755     -0.089  
   514  2020/02/06 08:15:00     4.510     -0.077  
   515  2020/02/06 08:30:00     4.279     -0.066  
   516  2020/02/06 08:45:00     4.071     -0.052  
   517  2020/02/06 09:00:00     3.865     -0.057  
   518  2020/02/06 09:15:00     3.716     -0.031  
   519  2020/02/06 09:30:00     3.581     -0.020  
   520  2020/02/06 09:45:00     3.483     -0.003  
   521  2020/02/06 10:00:00     3.419      0.012  
   522  2020/02/06 10:15:00     3.372      0.007  
   523  2020/02/06 10:30:00     3.393      0.031  
   524  2020/02/06 10:45:00     3.418      0.020  
   525  2020/02/06 11:00:00     3.508      0.032  
   526  2020/02/06 11:15:00     3.621      0.025  
   527  2020/02/06 11:30:00     3.777      0.018  
   528  2020/02/06 11:45:00     3.993      0.028  
   529  2020/02/06 12:00:00     4.237      0.025  
   530  2020/02/06 12:15:00     4.524      0.025  
   531  2020/02/06 12:30:00     4.834      0.013  
   532  2020/02/06 12:45:00     5.175      0.003  
   533  2020/02/06 13:00:00     5.529     -0.015  
   534  2020/02/06 13:15:00     5.898     -0.032  
   535  2020/02/06 13:30:00     6.266     -0.055  
   536  2020/02/06 13:45:00     6.649     -0.059  
   537  2020/02/06 14:00:00     7.004     -0.081  
   538  2020/02/06 14:15:00     7.339     -0.103  
   539  2020/02/06 14:30:00     7.656     -0.117  
   540  2020/02/06 14:45:00     7.942     -0.128  
   541  2020/02/06 15:00:00     8.185     -0.143  
   542  2020/02/06 15:15:00     8.392     -0.150  
