# Port:              P074
# Site:              St. Helier(Jersey)
# Latitude:          49.18333
# Longitude:         -2.11667
# Start Date:        01FEB2020-00.00.00
# End Date:          29FEB2020-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVBG02 = Surface elevation (unspecified datum) of the water body by bubbler tide gauge (second sensor)
# Cycle    Date      Time    ASLVBG02   Residual  


Number  yyyy mm dd hh mi ssf        f          f 
  1922  2020/02/21 00:15:00     3.400      0.026  
  1923  2020/02/21 00:30:00     3.607      0.018  
  1924  2020/02/21 00:45:00     3.876      0.021  
  1925  2020/02/21 01:00:00     4.188      0.019  
  1926  2020/02/21 01:15:00     4.551      0.025  
  1927  2020/02/21 01:30:00     4.935      0.017  
  1928  2020/02/21 01:45:00     5.354      0.014  
  1929  2020/02/21 02:00:00     5.790      0.008  
  1930  2020/02/21 02:15:00     6.231     -0.006  
  1931  2020/02/21 02:30:00     6.685     -0.009  
  1932  2020/02/21 02:45:00     7.137     -0.005  
  1933  2020/02/21 03:00:00     7.553     -0.018  
  1934  2020/02/21 03:15:00     7.931     -0.038  
  1935  2020/02/21 03:30:00     8.291     -0.036  
  1936  2020/02/21 03:45:00     8.598     -0.041  
  1937  2020/02/21 04:00:00     8.854     -0.046  
  1938  2020/02/21 04:15:00     9.057     -0.050  
  1939  2020/02/21 04:30:00     9.212     -0.047  
  1940  2020/02/21 04:45:00     9.310     -0.045  
  1941  2020/02/21 05:00:00     9.347     -0.048  
  1942  2020/02/21 05:15:00     9.311     -0.068  
  1943  2020/02/21 05:30:00     9.249     -0.060  
  1944  2020/02/21 05:45:00     9.130     -0.057  
  1945  2020/02/21 06:00:00     8.948     -0.068  
  1946  2020/02/21 06:15:00     8.739     -0.062  
  1947  2020/02/21 06:30:00     8.470     -0.077  
  1948  2020/02/21 06:45:00     8.196     -0.064  
  1949  2020/02/21 07:00:00     7.873     -0.071  
  1950  2020/02/21 07:15:00     7.542     -0.062  
  1951  2020/02/21 07:30:00     7.178     -0.067  
  1952  2020/02/21 07:45:00     6.795     -0.077  
  1953  2020/02/21 08:00:00     6.418     -0.072  
  1954  2020/02/21 08:15:00     6.039     -0.067  
  1955  2020/02/21 08:30:00     5.675     -0.047  
  1956  2020/02/21 08:45:00     5.287     -0.058  
  1957  2020/02/21 09:00:00     4.924     -0.053  
  1958  2020/02/21 09:15:00     4.558     -0.064  
  1959  2020/02/21 09:30:00     4.225     -0.059  
  1960  2020/02/21 09:45:00     3.901     -0.064  
  1961  2020/02/21 10:00:00     3.620     -0.049  
  1962  2020/02/21 10:15:00     3.354     -0.048  
  1963  2020/02/21 10:30:00     3.130     -0.036  
  1964  2020/02/21 10:45:00     2.927     -0.037  
  1965  2020/02/21 11:00:00     2.764     -0.036  
  1966  2020/02/21 11:15:00     2.661     -0.015  
  1967  2020/02/21 11:30:00     2.580     -0.016  
  1968  2020/02/21 11:45:00     2.564      0.002  
  1969  2020/02/21 12:00:00     2.593      0.014  
  1970  2020/02/21 12:15:00     2.666      0.015  
  1971  2020/02/21 12:30:00     2.791      0.010  
  1972  2020/02/21 12:45:00     2.958     -0.012  
  1973  2020/02/21 13:00:00     3.226      0.009  
  1974  2020/02/21 13:15:00     3.520      0.001  
  1975  2020/02/21 13:30:00     3.888      0.017  
  1976  2020/02/21 13:45:00     4.269      0.001  
  1977  2020/02/21 14:00:00     4.686     -0.016  
  1978  2020/02/21 14:15:00     5.155     -0.011  
  1979  2020/02/21 14:30:00     5.635     -0.015  
  1980  2020/02/21 14:45:00     6.144     -0.002  
  1981  2020/02/21 15:00:00     6.636     -0.004  
  1982  2020/02/21 15:15:00     7.113     -0.008  
  1983  2020/02/21 15:30:00     7.580      0.003  
  1984  2020/02/21 15:45:00     7.971     -0.025  
  1985  2020/02/21 16:00:00     8.367     -0.004  
  1986  2020/02/21 16:15:00     8.721      0.027  
  1987  2020/02/21 16:30:00     8.981      0.018  
  1988  2020/02/21 16:45:00     9.203      0.029  
  1989  2020/02/21 17:00:00     9.340      0.013  
  1990  2020/02/21 17:15:00     9.461      0.041  
  1991  2020/02/21 17:30:00     9.492      0.038  
  1992  2020/02/21 17:45:00     9.470      0.041  
  1993  2020/02/21 18:00:00     9.363      0.016  
  1994  2020/02/21 18:15:00     9.237      0.026  
  1995  2020/02/21 18:30:00     9.064      0.039  
  1996  2020/02/21 18:45:00     8.834      0.039  
  1997  2020/02/21 19:00:00     8.538      0.013  
  1998  2020/02/21 19:15:00     8.220     -0.002  
  1999  2020/02/21 19:30:00     7.875     -0.015  
  2000  2020/02/21 19:45:00     7.534     -0.000  
  2001  2020/02/21 20:00:00     7.161      0.001  
  2002  2020/02/21 20:15:00     6.760     -0.014  
  2003  2020/02/21 20:30:00     6.362     -0.019  
  2004  2020/02/21 20:45:00     5.928     -0.058  
  2005  2020/02/21 21:00:00     5.534     -0.061  
  2006  2020/02/21 21:15:00     5.181     -0.029  
  2007  2020/02/21 21:30:00     4.830     -0.007  
  2008  2020/02/21 21:45:00     4.460     -0.017  
  2009  2020/02/21 22:00:00     4.114     -0.021  
  2010  2020/02/21 22:15:00     3.780     -0.036  
  2011  2020/02/21 22:30:00     3.490     -0.032  
  2012  2020/02/21 22:45:00     3.247     -0.011  
  2013  2020/02/21 23:00:00     3.020     -0.009  
  2014  2020/02/21 23:15:00     2.854      0.018  
  2015  2020/02/21 23:30:00     2.722      0.038  
  2016  2020/02/21 23:45:00     2.598      0.021  
  2017  2020/02/22 00:00:00     2.571      0.054  
  2018  2020/02/22 00:15:00     2.561      0.052  
  2019  2020/02/22 00:30:00     2.642      0.083  
  2020  2020/02/22 00:45:00     2.726      0.056  
  2021  2020/02/22 01:00:00     2.896      0.051  
  2022  2020/02/22 01:15:00     3.128      0.044  
  2023  2020/02/22 01:30:00     3.435      0.051  
  2024  2020/02/22 01:45:00     3.800      0.058  
  2025  2020/02/22 02:00:00     4.218      0.065  
  2026  2020/02/22 02:15:00     4.642      0.033  
  2027  2020/02/22 02:30:00     5.110      0.008  
  2028  2020/02/22 02:45:00     5.619     -0.005  
  2029  2020/02/22 03:00:00     6.180      0.016  
  2030  2020/02/22 03:15:00     6.726      0.018  
  2031  2020/02/22 03:30:00     7.303      0.059  
  2032  2020/02/22 03:45:00     7.771      0.014  
  2033  2020/02/22 04:00:00     8.267      0.032  
  2034  2020/02/22 04:15:00     8.686      0.020  
  2035  2020/02/22 04:30:00     9.138      0.096  
  2036  2020/02/22 04:45:00     9.430      0.073  
  2037  2020/02/22 05:00:00     9.723      0.115  
  2038  2020/02/22 05:15:00     9.878      0.086  
  2039  2020/02/22 05:30:00    10.013      0.104  
  2040  2020/02/22 05:45:00    10.091      0.133  
  2041  2020/02/22 06:00:00    10.127      0.189  
  2042  2020/02/22 06:15:00    10.032      0.179  
  2043  2020/02/22 06:30:00     9.874      0.169  
  2044  2020/02/22 06:45:00     9.707      0.208  
  2045  2020/02/22 07:00:00     9.395      0.154  
  2046  2020/02/22 07:15:00     9.116      0.179  
  2047  2020/02/22 07:30:00     8.759      0.165  
  2048  2020/02/22 07:45:00     8.368      0.149  
  2049  2020/02/22 08:00:00     7.941      0.122  
  2050  2020/02/22 08:15:00     7.514      0.115  
  2051  2020/02/22 08:30:00     7.075      0.109  
  2052  2020/02/22 08:45:00     6.616      0.090  
  2053  2020/02/22 09:00:00     6.175      0.089  
  2054  2020/02/22 09:15:00     5.741      0.090  
  2055  2020/02/22 09:30:00     5.316      0.092  
  2056  2020/02/22 09:45:00     4.896      0.086  
  2057  2020/02/22 10:00:00     4.453      0.040  
  2058  2020/02/22 10:15:00     4.094      0.060  
  2059  2020/02/22 10:30:00     3.746      0.067  
  2060  2020/02/22 10:45:00     3.403      0.053  
  2061  2020/02/22 11:00:00     3.096      0.044  
  2062  2020/02/22 11:15:00     2.834      0.046  
  2063  2020/02/22 11:30:00     2.618      0.056  
  2064  2020/02/22 11:45:00     2.448      0.072  
  2065  2020/02/22 12:00:00     2.315      0.080  
  2066  2020/02/22 12:15:00     2.247      0.105  
  2067  2020/02/22 12:30:00     2.187      0.084  
  2068  2020/02/22 12:45:00     2.186      0.065  
  2069  2020/02/22 13:00:00     2.244      0.043  
  2070  2020/02/22 13:15:00     2.368      0.020  
  2071  2020/02/22 13:30:00     2.577      0.015  
  2072  2020/02/22 13:45:00     2.844      0.002  
  2073  2020/02/22 14:00:00     3.174     -0.011  
  2074  2020/02/22 14:15:00     3.574     -0.012  
  2075  2020/02/22 14:30:00     3.992     -0.047  
  2076  2020/02/22 14:45:00     4.462     -0.074  
  2077  2020/02/22 15:00:00     4.966     -0.104  
  2078  2020/02/22 15:15:00     5.500     -0.128  
  2079  2020/02/22 15:30:00     6.065     -0.133  
  2080  2020/02/22 15:45:00     6.644     -0.123  
  2081  2020/02/22 16:00:00     7.200     -0.120  
  2082  2020/02/22 16:15:00     7.708     -0.134  
  2083  2020/02/22 16:30:00     8.178     -0.143  
  2084  2020/02/22 16:45:00     8.630     -0.117  
  2085  2020/02/22 17:00:00     9.044     -0.068  
  2086  2020/02/22 17:15:00     9.394     -0.019  
  2087  2020/02/22 17:30:00     9.624     -0.022  
  2088  2020/02/22 17:45:00     9.756     -0.054  
  2089  2020/02/22 18:00:00     9.889     -0.014  
  2090  2020/02/22 18:15:00     9.910     -0.015  
  2091  2020/02/22 18:30:00     9.879      0.001  
  2092  2020/02/22 18:45:00     9.802      0.037  
  2093  2020/02/22 19:00:00     9.603      0.014  
  2094  2020/02/22 19:15:00     9.364      0.008  
  2095  2020/02/22 19:30:00     9.082      0.008  
  2096  2020/02/22 19:45:00     8.771      0.024  
  2097  2020/02/22 20:00:00     8.395      0.010  
  2098  2020/02/22 20:15:00     7.983     -0.010  
  2099  2020/02/22 20:30:00     7.548     -0.031  
  2100  2020/02/22 20:45:00     7.112     -0.037  
  2101  2020/02/22 21:00:00     6.659     -0.050  
  2102  2020/02/22 21:15:00     6.228     -0.039  
  2103  2020/02/22 21:30:00     5.769     -0.059  
  2104  2020/02/22 21:45:00     5.309     -0.086  
  2105  2020/02/22 22:00:00     4.909     -0.065  
  2106  2020/02/22 22:15:00     4.489     -0.079  
  2107  2020/02/22 22:30:00     4.111     -0.070  
  2108  2020/02/22 22:45:00     3.742     -0.072  
  2109  2020/02/22 23:00:00     3.399     -0.075  
  2110  2020/02/22 23:15:00     3.094     -0.069  
  2111  2020/02/22 23:30:00     2.819     -0.067  
  2112  2020/02/22 23:45:00     2.590     -0.056  
  2113  2020/02/23 00:00:00     2.405     -0.042  
  2114  2020/02/23 00:15:00     2.266     -0.027  
  2115  2020/02/23 00:30:00     2.158     -0.029  
  2116  2020/02/23 00:45:00     2.115     -0.020  
  2117  2020/02/23 01:00:00     2.148      0.006  
  2118  2020/02/23 01:15:00     2.229      0.016  
  2119  2020/02/23 01:30:00     2.384      0.031  
  2120  2020/02/23 01:45:00     2.603      0.041  
  2121  2020/02/23 02:00:00     2.879      0.038  
  2122  2020/02/23 02:15:00     3.234      0.046  
  2123  2020/02/23 02:30:00     3.657      0.059  
  2124  2020/02/23 02:45:00     4.153      0.089  
  2125  2020/02/23 03:00:00     4.673      0.093  
  2126  2020/02/23 03:15:00     5.217      0.080  
  2127  2020/02/23 03:30:00     5.817      0.094  
  2128  2020/02/23 03:45:00     6.413      0.087  
  2129  2020/02/23 04:00:00     7.027      0.096  
  2130  2020/02/23 04:15:00     7.657      0.134  
  2131  2020/02/23 04:30:00     8.235      0.150  
  2132  2020/02/23 04:45:00     8.770      0.167  
  2133  2020/02/23 05:00:00     9.214      0.148  
  2134  2020/02/23 05:15:00     9.644      0.179  
  2135  2020/02/23 05:30:00     9.961      0.167  
  2136  2020/02/23 05:45:00    10.227      0.179  
  2137  2020/02/23 06:00:00    10.409      0.182  
  2138  2020/02/23 06:15:00    10.486      0.157  
  2139  2020/02/23 06:30:00    10.491      0.137  
  2140  2020/02/23 06:45:00    10.454      0.152  
  2141  2020/02/23 07:00:00    10.335      0.158  
  2142  2020/02/23 07:15:00    10.136      0.153  
  2143  2020/02/23 07:30:00     9.863      0.137  
  2144  2020/02/23 07:45:00     9.583      0.169  
  2145  2020/02/23 08:00:00     9.225      0.171  
  2146  2020/02/23 08:15:00     8.789      0.134  
  2147  2020/02/23 08:30:00     8.361      0.136  
  2148  2020/02/23 08:45:00     7.900      0.129  
  2149  2020/02/23 09:00:00     7.450      0.149  
  2150  2020/02/23 09:15:00     6.983      0.161  
  2151  2020/02/23 09:30:00     6.495      0.153  
  2152  2020/02/23 09:45:00     6.026      0.159  
  2153  2020/02/23 10:00:00     5.550      0.150  
  2154  2020/02/23 10:15:00     5.087      0.139  
  2155  2020/02/23 10:30:00     4.644      0.132  
  2156  2020/02/23 10:45:00     4.247      0.150  
  2157  2020/02/23 11:00:00     3.828      0.123  
  2158  2020/02/23 11:15:00     3.444      0.105  
  2159  2020/02/23 11:30:00     3.088      0.084  
  2160  2020/02/23 11:45:00     2.772      0.069  
  2161  2020/02/23 12:00:00     2.521      0.081  
  2162  2020/02/23 12:15:00     2.267      0.050  
  2163  2020/02/23 12:30:00     2.116      0.078  
  2164  2020/02/23 12:45:00     1.987      0.079  
  2165  2020/02/23 13:00:00     1.910      0.078  
  2166  2020/02/23 13:15:00     1.886      0.072  
  2167  2020/02/23 13:30:00     1.926      0.065  
  2168  2020/02/23 13:45:00     2.019      0.043  
  2169  2020/02/23 14:00:00     2.214      0.052  
  2170  2020/02/23 14:15:00     2.452      0.032  
  2171  2020/02/23 14:30:00     2.787      0.039  
  2172  2020/02/23 14:45:00     3.178      0.035  
  2173  2020/02/23 15:00:00     3.614      0.015  
  2174  2020/02/23 15:15:00     4.122      0.013  
  2175  2020/02/23 15:30:00     4.673      0.009  
  2176  2020/02/23 15:45:00     5.224     -0.031  
  2177  2020/02/23 16:00:00     5.839     -0.029  
  2178  2020/02/23 16:15:00     6.456     -0.034  
  2179  2020/02/23 16:30:00     7.062     -0.041  
  2180  2020/02/23 16:45:00     7.660     -0.031  
  2181  2020/02/23 17:00:00     8.195     -0.045  
  2182  2020/02/23 17:15:00     8.710     -0.027  
  2183  2020/02/23 17:30:00     9.135     -0.036  
  2184  2020/02/23 17:45:00     9.513     -0.022  
  2185  2020/02/23 18:00:00     9.819     -0.007  
  2186  2020/02/23 18:15:00    10.033     -0.007  
  2187  2020/02/23 18:30:00    10.166     -0.010  
  2188  2020/02/23 18:45:00    10.237      0.004  
  2189  2020/02/23 19:00:00    10.221      0.008  
  2190  2020/02/23 19:15:00    10.141      0.024  
  2191  2020/02/23 19:30:00     9.992      0.043  
  2192  2020/02/23 19:45:00     9.752      0.036  
  2193  2020/02/23 20:00:00     9.454      0.029  
  2194  2020/02/23 20:15:00     9.133      0.051  
  2195  2020/02/23 20:30:00     8.727      0.029  
  2196  2020/02/23 20:45:00     8.310      0.030  
  2197  2020/02/23 21:00:00     7.852      0.016  
  2198  2020/02/23 21:15:00     7.368     -0.006  
  2199  2020/02/23 21:30:00     6.900     -0.002  
  2200  2020/02/23 21:45:00     6.415     -0.013  
  2201  2020/02/23 22:00:00     5.921     -0.035  
  2202  2020/02/23 22:15:00     5.448     -0.044  
  2203  2020/02/23 22:30:00     4.986     -0.056  
  2204  2020/02/23 22:45:00     4.528     -0.079  
  2205  2020/02/23 23:00:00     4.125     -0.068  
  2206  2020/02/23 23:15:00     3.710     -0.091  
  2207  2020/02/23 23:30:00     3.346     -0.090  
  2208  2020/02/23 23:45:00     2.994     -0.106  
  2209  2020/02/24 00:00:00     2.690     -0.109  
  2210  2020/02/24 00:15:00     2.427     -0.107  
  2211  2020/02/24 00:30:00     2.200     -0.111  
  2212  2020/02/24 00:45:00     2.035     -0.098  
  2213  2020/02/24 01:00:00     1.910     -0.093  
  2214  2020/02/24 01:15:00     1.846     -0.082  
  2215  2020/02/24 01:30:00     1.836     -0.075  
  2216  2020/02/24 01:45:00     1.896     -0.064  
  2217  2020/02/24 02:00:00     2.028     -0.050  
  2218  2020/02/24 02:15:00     2.234     -0.034  
  2219  2020/02/24 02:30:00     2.513     -0.018  
  2220  2020/02/24 02:45:00     2.858     -0.008  
  2221  2020/02/24 03:00:00     3.284      0.014  
  2222  2020/02/24 03:15:00     3.757      0.021  
  2223  2020/02/24 03:30:00     4.305      0.046  
  2224  2020/02/24 03:45:00     4.880      0.050  
  2225  2020/02/24 04:00:00     5.482      0.044  
  2226  2020/02/24 04:15:00     6.122      0.052  
  2227  2020/02/24 04:30:00     6.770      0.059  
  2228  2020/02/24 04:45:00     7.431      0.085  
  2229  2020/02/24 05:00:00     8.057      0.101  
  2230  2020/02/24 05:15:00     8.638      0.111  
  2231  2020/02/24 05:30:00     9.159      0.115  
  2232  2020/02/24 05:45:00     9.629      0.133  
  2233  2020/02/24 06:00:00    10.012      0.137  
  2234  2020/02/24 06:15:00    10.330      0.154  
  2235  2020/02/24 06:30:00    10.536      0.140  
  2236  2020/02/24 06:45:00    10.689      0.156  
  2237  2020/02/24 07:00:00    10.729      0.142  
  2238  2020/02/24 07:15:00    10.725      0.166  
  2239  2020/02/24 07:30:00    10.626      0.175  
  2240  2020/02/24 07:45:00    10.441      0.173  
  2241  2020/02/24 08:00:00    10.173      0.159  
  2242  2020/02/24 08:15:00     9.882      0.183  
  2243  2020/02/24 08:30:00     9.537      0.207  
  2244  2020/02/24 08:45:00     9.143      0.227  
  2245  2020/02/24 09:00:00     8.679      0.213  
  2246  2020/02/24 09:15:00     8.201      0.211  
  2247  2020/02/24 09:30:00     7.712      0.216  
  2248  2020/02/24 09:45:00     7.219      0.226  
  2249  2020/02/24 10:00:00     6.724      0.237  
  2250  2020/02/24 10:15:00     6.224      0.238  
  2251  2020/02/24 10:30:00     5.710      0.216  
  2252  2020/02/24 10:45:00     5.232      0.214  
  2253  2020/02/24 11:00:00     4.778      0.219  
  2254  2020/02/24 11:15:00     4.339      0.217  
  2255  2020/02/24 11:30:00     3.913      0.203  
  2256  2020/02/24 11:45:00     3.520      0.195  
  2257  2020/02/24 12:00:00     3.131      0.160  
  2258  2020/02/24 12:15:00     2.808      0.156  
  2259  2020/02/24 12:30:00     2.515      0.144  
  2260  2020/02/24 12:45:00     2.266      0.136  
  2261  2020/02/24 13:00:00     2.082      0.147  
  2262  2020/02/24 13:15:00     1.931      0.142  
  2263  2020/02/24 13:30:00     1.826      0.129  
  2264  2020/02/24 13:45:00     1.810      0.147  
  2265  2020/02/24 14:00:00     1.833      0.139  
  2266  2020/02/24 14:15:00     1.926      0.131  
  2267  2020/02/24 14:30:00     2.101      0.133  
  2268  2020/02/24 14:45:00     2.340      0.126  
  2269  2020/02/24 15:00:00     2.656      0.122  
  2270  2020/02/24 15:15:00     3.050      0.126  
  2271  2020/02/24 15:30:00     3.511      0.131  
  2272  2020/02/24 15:45:00     4.029      0.135  
  2273  2020/02/24 16:00:00     4.588      0.130  
  2274  2020/02/24 16:15:00     5.175      0.112  
  2275  2020/02/24 16:30:00     5.804      0.108  
  2276  2020/02/24 16:45:00     6.469      0.126  
  2277  2020/02/24 17:00:00     7.122      0.136  
  2278  2020/02/24 17:15:00     7.758      0.149  
  2279  2020/02/24 17:30:00     8.346      0.151  
  2280  2020/02/24 17:45:00     8.872      0.142  
  2281  2020/02/24 18:00:00     9.347      0.145  
  2282  2020/02/24 18:15:00     9.769      0.167  
  2283  2020/02/24 18:30:00    10.100      0.176  
  2284  2020/02/24 18:45:00    10.341      0.176  
  2285  2020/02/24 19:00:00    10.510      0.187  
  2286  2020/02/24 19:15:00    10.574      0.176  
  2287  2020/02/24 19:30:00    10.562      0.172  
  2288  2020/02/24 19:45:00    10.485      0.183  
  2289  2020/02/24 20:00:00    10.323      0.185  
  2290  2020/02/24 20:15:00    10.085      0.182  
  2291  2020/02/24 20:30:00     9.783      0.179  
  2292  2020/02/24 20:45:00     9.425      0.174  
  2293  2020/02/24 21:00:00     8.987      0.136  
  2294  2020/02/24 21:15:00     8.552      0.137  
  2295  2020/02/24 21:30:00     8.078      0.127  
  2296  2020/02/24 21:45:00     7.588      0.119  
  2297  2020/02/24 22:00:00     7.091      0.115  
  2298  2020/02/24 22:15:00     6.571      0.090  
  2299  2020/02/24 22:30:00     6.062      0.073  
  2300  2020/02/24 22:45:00     5.560      0.052  
  2301  2020/02/24 23:00:00     5.091      0.051  
  2302  2020/02/24 23:15:00     4.621      0.031  
  2303  2020/02/24 23:30:00     4.199      0.037  
  2304  2020/02/24 23:45:00     3.771      0.013  
  2305  2020/02/25 00:00:00     3.397      0.015  
  2306  2020/02/25 00:15:00     3.046      0.009  
  2307  2020/02/25 00:30:00     2.715     -0.012  
  2308  2020/02/25 00:45:00     2.444     -0.011  
  2309  2020/02/25 01:00:00     2.219     -0.006  
  2310  2020/02/25 01:15:00     2.050      0.010  
  2311  2020/02/25 01:30:00     1.920      0.015  
  2312  2020/02/25 01:45:00     1.853      0.028  
  2313  2020/02/25 02:00:00     1.847      0.043  
  2314  2020/02/25 02:15:00     1.905      0.057  
  2315  2020/02/25 02:30:00     2.020      0.059  
  2316  2020/02/25 02:45:00     2.224      0.077  
  2317  2020/02/25 03:00:00     2.488      0.082  
  2318  2020/02/25 03:15:00     2.851      0.113  
  2319  2020/02/25 03:30:00     3.261      0.121  
  2320  2020/02/25 03:45:00     3.757      0.150  
  2321  2020/02/25 04:00:00     4.297      0.165  
  2322  2020/02/25 04:15:00     4.875      0.169  
  2323  2020/02/25 04:30:00     5.484      0.164  
  2324  2020/02/25 04:45:00     6.149      0.188  
  2325  2020/02/25 05:00:00     6.824      0.209  
  2326  2020/02/25 05:15:00     7.496      0.231  
  2327  2020/02/25 05:30:00     8.128      0.233  
  2328  2020/02/25 05:45:00     8.716      0.229  
  2329  2020/02/25 06:00:00     9.248      0.222  
  2330  2020/02/25 06:15:00     9.755      0.254  
  2331  2020/02/25 06:30:00    10.149      0.247  
  2332  2020/02/25 06:45:00    10.463      0.239  
  2333  2020/02/25 07:00:00    10.727      0.266  
  2334  2020/02/25 07:15:00    10.886      0.272  
  2335  2020/02/25 07:30:00    10.946      0.266  
  2336  2020/02/25 07:45:00    10.937      0.274  
  2337  2020/02/25 08:00:00    10.827      0.264  
  2338  2020/02/25 08:15:00    10.663      0.279  
  2339  2020/02/25 08:30:00    10.416      0.282  
  2340  2020/02/25 08:45:00    10.103      0.285  
  2341  2020/02/25 09:00:00     9.735      0.290  
  2342  2020/02/25 09:15:00     9.308      0.284  
  2343  2020/02/25 09:30:00     8.843      0.277  
  2344  2020/02/25 09:45:00     8.378      0.299  
  2345  2020/02/25 10:00:00     7.843      0.270  
  2346  2020/02/25 10:15:00     7.342      0.286  
  2347  2020/02/25 10:30:00     6.843      0.306  
  2348  2020/02/25 10:45:00     6.352      0.329  
  2349  2020/02/25 11:00:00     5.800      0.281  
  2350  2020/02/25 11:15:00     5.273      0.243  
  2351  2020/02/25 11:30:00     4.809      0.249  
  2352  2020/02/25 11:45:00     4.371      0.258  
  2353  2020/02/25 12:00:00     3.963      0.272  
  2354  2020/02/25 12:15:00     3.584      0.285  
  2355  2020/02/25 12:30:00     3.184      0.246  
  2356  2020/02/25 12:45:00     2.828      0.215  
  2357  2020/02/25 13:00:00     2.539      0.211  
  2358  2020/02/25 13:15:00     2.295      0.210  
  2359  2020/02/25 13:30:00     2.127      0.239  
  2360  2020/02/25 13:45:00     1.999      0.258  
  2361  2020/02/25 14:00:00     1.918      0.269  
  2362  2020/02/25 14:15:00     1.897      0.281  
  2363  2020/02/25 14:30:00     1.854      0.205  
  2364  2020/02/25 14:45:00     2.041      0.290  
  2365  2020/02/25 15:00:00     2.262      0.337  
  2366  2020/02/25 15:15:00     2.486      0.312  
  2367  2020/02/25 15:30:00     2.821      0.325  
  2368  2020/02/25 15:45:00     3.181      0.293  
  2369  2020/02/25 16:00:00     3.600      0.254  
  2370  2020/02/25 16:15:00     4.208      0.345  
  2371  2020/02/25 16:30:00     4.837      0.405  
  2372  2020/02/25 16:45:00     5.390      0.350  
  2373  2020/02/25 17:00:00     5.995      0.317  
  2374  2020/02/25 17:15:00     6.672      0.342  
  2375  2020/02/25 17:30:00     7.300      0.320  
  2376  2020/02/25 17:45:00     7.956      0.345  
  2377  2020/02/25 18:00:00     8.526      0.319  
  2378  2020/02/25 18:15:00     8.995      0.244  
  2379  2020/02/25 18:30:00     9.460      0.227  
  2380  2020/02/25 18:45:00     9.897      0.255  
  2381  2020/02/25 19:00:00    10.222      0.251  
  2382  2020/02/25 19:15:00    10.366      0.150  
  2383  2020/02/25 19:30:00    10.586      0.209  
  2384  2020/02/25 19:45:00    10.562      0.110  
  2385  2020/02/25 20:00:00    10.591      0.148  
  2386  2020/02/25 20:15:00    10.519      0.166  
  2387  2020/02/25 20:30:00    10.355      0.170  
  2388  2020/02/25 20:45:00    10.122      0.176  
  2389  2020/02/25 21:00:00     9.795      0.153  
  2390  2020/02/25 21:15:00     9.411      0.130  
  2391  2020/02/25 21:30:00     9.026      0.153  
  2392  2020/02/25 21:45:00     8.596      0.169  
  2393  2020/02/25 22:00:00     8.143      0.189  
  2394  2020/02/25 22:15:00     7.659      0.197  
  2395  2020/02/25 22:30:00     7.171      0.211  
  2396  2020/02/25 22:45:00     6.621      0.165  
  2397  2020/02/25 23:00:00     6.207      0.250  
  2398  2020/02/25 23:15:00     5.698      0.229  
  2399  2020/02/25 23:30:00     5.274      0.279  
  2400  2020/02/25 23:45:00     4.800      0.259  
  2401  2020/02/26 00:00:00     4.350      0.240  
  2402  2020/02/26 00:15:00     3.976      0.272  
  2403  2020/02/26 00:30:00     3.592      0.265  
  2404  2020/02/26 00:45:00     3.246      0.263  
  2405  2020/02/26 01:00:00     2.962      0.287  
  2406  2020/02/26 01:15:00     2.678      0.271  
  2407  2020/02/26 01:30:00     2.440      0.258  
  2408  2020/02/26 01:45:00     2.224      0.220  
  2409  2020/02/26 02:00:00     2.179      0.302  
  2410  2020/02/26 02:15:00     2.022      0.218  
  2411  2020/02/26 02:30:00     2.032      0.240  
  2412  2020/02/26 02:45:00     2.128      0.284  
  2413  2020/02/26 03:00:00     2.211      0.246  
  2414  2020/02/26 03:15:00     2.344      0.186  
  2415  2020/02/26 03:30:00     2.640      0.216  
  2416  2020/02/26 03:45:00     2.949      0.188  
  2417  2020/02/26 04:00:00     3.372      0.206  
  2418  2020/02/26 04:15:00     3.862      0.227  
  2419  2020/02/26 04:30:00     4.377      0.217  
  2420  2020/02/26 04:45:00     4.895      0.162  
  2421  2020/02/26 05:00:00     5.496      0.153  
  2422  2020/02/26 05:15:00     6.098      0.119  
  2423  2020/02/26 05:30:00     6.764      0.137  
  2424  2020/02/26 05:45:00     7.357      0.086  
  2425  2020/02/26 06:00:00     7.945      0.051  
  2426  2020/02/26 06:15:00     8.456     -0.025  
  2427  2020/02/26 06:30:00     9.016      0.001  
  2428  2020/02/26 06:45:00     9.461     -0.025  
  2429  2020/02/26 07:00:00     9.828     -0.055  
  2430  2020/02/26 07:15:00    10.106     -0.095  
  2431  2020/02/26 07:30:00    10.305     -0.130  
  2432  2020/02/26 07:45:00    10.491     -0.093  
  2433  2020/02/26 08:00:00    10.506     -0.142  
  2434  2020/02/26 08:15:00    10.531     -0.097  
  2435  2020/02/26 08:30:00    10.393     -0.134  
  2436  2020/02/26 08:45:00    10.230     -0.120  
  2437  2020/02/26 09:00:00     9.992     -0.109  
  2438  2020/02/26 09:15:00     9.666     -0.121  
  2439  2020/02/26 09:30:00     9.293     -0.124  
  2440  2020/02/26 09:45:00     8.908     -0.090  
  2441  2020/02/26 10:00:00     8.445     -0.097  
  2442  2020/02/26 10:15:00     7.997     -0.059  
  2443  2020/02/26 10:30:00     7.484     -0.067  
  2444  2020/02/26 10:45:00     6.976     -0.060  
